z,p,k,epsilon
0,-0.25702,0.9376576,7.85027
0.7040816,-0.2541286,0.9003253,0.3338529
1.408163,-0.3268556,0.9753025,0.2368563
2.112245,-0.2726132,0.9533886,0.1776718
2.816327,-0.09333489,0.9582186,0.1489256
3.520408,0.1820404,0.9607536,0.1290457
4.22449,0.4597083,0.9136964,0.1019213
4.928571,0.6751311,0.8460065,0.0767508
5.632653,0.670043,0.7839507,0.05879599
6.336735,0.6698751,0.72437,0.0455688
7.040816,0.568598,0.6747248,0.0363201
7.744898,0.4500722,0.6327848,0.02959886
8.44898,0.334575,0.5978714,0.02462484
9.153061,0.2327438,0.5688366,0.02086241
9.857143,0.1467507,0.5451253,0.01800123
10.56122,0.07663701,0.5256979,0.01578203
11.26531,0.02076678,0.5095413,0.01401711
11.96939,-0.02321705,0.4959922,0.01259025
12.67347,-0.05778314,0.4845965,0.01142106
13.37755,-0.08428943,0.4748334,0.01044188
14.08163,-0.1040837,0.4665666,0.009626675
14.78571,-0.1172978,0.459498,0.00894252
15.4898,-0.1308399,0.4531405,0.008336602
16.19388,-0.1368307,0.4473843,0.007799162
16.89796,-0.1424224,0.4423924,0.007336513
17.60204,-0.1439377,0.4378027,0.006921854
18.30612,-0.1462365,0.4336513,0.006551124
19.0102,-0.1466145,0.4299254,0.006226931
19.71429,-0.1441423,0.4264176,0.005930418
20.41837,-0.1424833,0.4231726,0.005660821
21.12245,-0.1392923,0.4201125,0.005413424
21.82653,-0.1368467,0.4176397,0.005219589
22.53061,-0.1325431,0.4150092,0.005023073
23.23469,-0.1286982,0.4122182,0.004817022
23.93878,-0.1244056,0.4094787,0.004615488
24.64286,-0.118243,0.4072092,0.004462658
25.34694,-0.113143,0.4049575,0.004311186
26.05102,-0.1102195,0.4027826,0.004165849
26.7551,-0.1038022,0.4007933,0.004044282
27.45918,-0.09884514,0.398817,0.003923017
28.16327,-0.09510775,0.3969148,0.003807682
28.86735,-0.08892164,0.3952105,0.003711845
29.57143,-0.08382851,0.3935118,0.003616135
30.27551,-0.0798767,0.3918673,0.003524237
30.97959,-0.07392972,0.3904737,0.003451222
31.68367,-0.06859002,0.3890812,0.00337824
32.38776,-0.06450536,0.3877081,0.003306382
33.09184,-0.05887274,0.3866449,0.003253401
33.79592,-0.05311554,0.3856021,0.003201547
34.5,-0.0490388,0.3845577,0.003149712
