z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.284273,-0.5888133,0.1264653
1.408163,0.2793788,-0.6112995,0.2524324
2.112245,0.2752517,-0.5527466,0.3659639
2.816327,0.263814,-0.4877033,0.4760238
3.520408,0.2379536,-0.4320096,0.5675703
4.22449,0.1926192,-0.3960996,0.5902404
4.928571,0.1443435,-0.2859816,0.4945859
5.632653,0.1168031,-0.01606261,0.3434012
6.336735,0.1079334,0.5835131,0.1605286
7.040816,0.1051652,1.585373,0.01384877
7.744898,0.09612832,2.893961,-0.03632412
8.44898,0.08496081,3.982591,-0.008904997
9.153061,0.07161298,4.558146,0.01260763
9.857143,0.05864969,4.848178,0.01932528
10.56122,0.04751244,5.022722,0.02198289
11.26531,0.03836859,5.143812,0.02442478
11.96939,0.03098991,5.234886,0.02729468
12.67347,0.02511867,5.306641,0.03045789
13.37755,0.02044275,5.365302,0.03367757
14.08163,0.01676133,5.414052,0.03669967
14.78571,0.01393808,5.453955,0.03937664
15.4898,0.01132366,5.493108,0.04192739
16.19388,0.009399834,5.526135,0.04398002
16.89796,0.007908831,5.556136,0.0456817
17.60204,0.00660212,5.583713,0.04710921
18.30612,0.0055364,5.609194,0.04814068
19.0102,0.004599814,5.632958,0.04888078
19.71429,0.003892696,5.655365,0.04954649
20.41837,0.003331129,5.67658,0.05002338
21.12245,0.002774961,5.696552,0.05043893
21.82653,0.002335251,5.715052,0.05061287
22.53061,0.002036494,5.733195,0.05088223
23.23469,0.001644065,5.750149,0.05084553
23.93878,0.001291285,5.766746,0.05097033
24.64286,0.001090932,5.781778,0.05098408
25.34694,0.0008200845,5.796423,0.05090884
26.05102,0.0006384863,5.810554,0.0510605
26.7551,0.000475085,5.823072,0.05109843
27.45918,0.000286111,5.835408,0.05109383
28.16327,0.0001707029,5.847171,0.05125613
28.86735,5.199547e-05,5.857327,0.05131053
29.57143,-8.026221e-05,5.867354,0.05134344
30.27551,-0.0001674206,5.876863,0.05151629
30.97959,-0.0002413285,5.884844,0.05148034
31.68367,-0.0003309532,5.892622,0.05138603
32.38776,-0.0004041859,5.900085,0.05131051
33.09184,-0.0004407901,5.906067,0.05103058
33.79592,-0.0004998971,5.911609,0.05069797
34.5,-0.0005534304,5.9171,0.05036846
