z,p,k,epsilon
1.81798e-18,-0.6073274,0.8413847,6.670743
0.7040816,-0.6567297,0.5760609,0.1763298
1.408163,-0.7497009,0.7195896,0.1410557
2.112245,-0.7925051,0.8688979,0.1477466
2.816327,-0.8974862,1.050244,0.17307
3.520408,-1.175229,1.197749,0.1964717
4.22449,-1.561753,1.226262,0.1875771
4.928571,-1.871502,1.152373,0.1517748
5.632653,-1.996623,1.036278,0.1129129
6.336735,-1.975711,0.9139747,0.07956546
7.040816,-1.897882,0.8034837,0.05590942
7.744898,-1.781698,0.7113119,0.04008978
8.44898,-1.648217,0.6381748,0.02967586
9.153061,-1.513219,0.5831034,0.02295303
9.857143,-1.384027,0.542827,0.01855774
10.56122,-1.264368,0.513839,0.0156065
11.26531,-1.154296,0.4927853,0.01352613
11.96939,-1.054377,0.4771943,0.01198854
12.67347,-0.9642163,0.4653845,0.01080627
13.37755,-0.882678,0.4561566,0.009860534
14.08163,-0.8114198,0.4488959,0.009097914
14.78571,-0.7488968,0.4430412,0.008471534
15.4898,-0.690142,0.4378955,0.007912061
16.19388,-0.6367724,0.4334735,0.007433174
16.89796,-0.5867068,0.4295382,0.007010196
17.60204,-0.5446912,0.4260797,0.006637164
18.30612,-0.5044686,0.422876,0.006298644
19.0102,-0.4689861,0.4200075,0.006003637
19.71429,-0.4371973,0.4173143,0.005733521
20.41837,-0.4058843,0.4147438,0.005484736
21.12245,-0.3785943,0.4123289,0.00525704
21.82653,-0.3532234,0.4100581,0.005052316
22.53061,-0.3310045,0.4079606,0.004874383
23.23469,-0.3095354,0.4058482,0.004698093
23.93878,-0.2856579,0.4036247,0.00451358
24.64286,-0.2678046,0.401711,0.004370829
25.34694,-0.250964,0.3998073,0.004228565
26.05102,-0.2342423,0.3979307,0.004090867
26.7551,-0.2198599,0.3962158,0.003976072
27.45918,-0.2059248,0.3945038,0.003861372
28.16327,-0.192062,0.392834,0.003751685
28.86735,-0.179952,0.3913382,0.003660746
29.57143,-0.1681215,0.3898436,0.003569846
30.27551,-0.1564214,0.3883868,0.003482272
30.97959,-0.1464177,0.3871518,0.003412831
31.68367,-0.1366985,0.3859174,0.003343414
32.38776,-0.1269924,0.3846875,0.00327435
33.09184,-0.117917,0.3837536,0.00322459
33.79592,-0.1091407,0.382828,0.003175331
34.5,-0.1003644,0.3819025,0.003126072
