z,p,k,epsilon
0,-3.014496,0.04157984,0.07328941
0.7040816,-3.005925,0.1542529,0.02424887
1.408163,-3.016022,0.210054,0.02828629
2.112245,-3.020224,0.2481841,0.03492729
2.816327,-3.011906,0.2675083,0.04029616
3.520408,-2.99029,0.2784326,0.05965914
4.22449,-2.934631,0.5170987,0.6463392
4.928571,-2.55056,0.7001687,0.4633547
5.632653,-2.222825,0.765732,0.1406033
6.336735,-1.980936,0.7615511,0.08847287
7.040816,-1.812976,0.724485,0.06120152
7.744898,-1.662851,0.681219,0.04480297
8.44898,-1.544586,0.6398561,0.03427926
9.153061,-1.439352,0.6034238,0.02719198
9.857143,-1.343048,0.5725332,0.02226152
10.56122,-1.254109,0.5466118,0.01868914
11.26531,-1.171576,0.5249168,0.01601917
11.96939,-1.094262,0.5067623,0.01397844
12.67347,-1.022122,0.4915732,0.01238324
13.37755,-0.954485,0.4787723,0.01110664
14.08163,-0.8928982,0.4681357,0.01008446
14.78571,-0.8398339,0.4596692,0.009295763
15.4898,-0.7785706,0.4512094,0.008524384
16.19388,-0.7281635,0.4445135,0.007924788
16.89796,-0.6813485,0.4387054,0.007408514
17.60204,-0.6377805,0.4335107,0.006955623
18.30612,-0.5963339,0.4288852,0.006557949
19.0102,-0.5582179,0.4247891,0.006210227
19.71429,-0.5229886,0.4210767,0.005901076
20.41837,-0.4897936,0.4176742,0.005621658
21.12245,-0.4583892,0.414524,0.005369024
21.82653,-0.4341022,0.4121018,0.005178225
22.53061,-0.4048698,0.4091344,0.004951203
23.23469,-0.3777954,0.4064167,0.004748208
23.93878,-0.3515114,0.4038542,0.004562731
24.64286,-0.3294247,0.4015858,0.00440321
25.34694,-0.3089478,0.3994085,0.004253134
26.05102,-0.2888306,0.3973183,0.004114788
26.7551,-0.270065,0.3953748,0.003989698
27.45918,-0.2528271,0.3934931,0.003870588
28.16327,-0.2356816,0.3917053,0.003762095
28.86735,-0.2193747,0.3900539,0.003664047
29.57143,-0.2043263,0.3884585,0.00357072
30.27551,-0.1892921,0.386962,0.003486091
30.97959,-0.1753231,0.3856006,0.003410351
31.68367,-0.1623835,0.3843118,0.00333964
32.38776,-0.1498936,0.3831136,0.003275336
33.09184,-0.1382681,0.3820485,0.00321888
33.79592,-0.1265464,0.3810989,0.003169008
34.5,-0.1148869,0.3802126,0.003122895
