z,p,k,epsilon
0,2.988717,0.4475854,2.588249
0.7040816,2.944628,0.5791207,0.1596769
1.408163,2.938464,0.6739499,0.1323831
2.112245,3.069547,0.7350448,0.1187166
2.816327,3.261485,0.8044654,0.1132807
3.520408,3.448234,0.8814095,0.1122598
4.22449,3.515496,0.9563021,0.1122213
4.928571,3.353062,1.010591,0.1087995
5.632653,2.788731,1.024093,0.09912738
6.336735,1.840605,0.9563869,0.07790233
7.040816,0.954314,0.8341022,0.05430154
7.744898,0.3320738,0.724698,0.03814377
8.44898,0.06884395,0.6380673,0.02790388
9.153061,-0.08658627,0.5814336,0.02183718
9.857143,-0.1667554,0.5429742,0.0179687
10.56122,-0.2093889,0.5163806,0.01535259
11.26531,-0.2316761,0.4972206,0.01346732
11.96939,-0.2431142,0.4827738,0.01203166
12.67347,-0.2477086,0.4714867,0.01089677
13.37755,-0.2475876,0.4623455,0.009967567
14.08163,-0.244832,0.4549272,0.009207146
14.78571,-0.2417382,0.4493497,0.008631987
15.4898,-0.234927,0.4431786,0.007996354
16.19388,-0.2276309,0.438444,0.007506863
16.89796,-0.2212303,0.4342841,0.007080871
17.60204,-0.2143446,0.4305507,0.006705254
18.30612,-0.2061401,0.4271015,0.006364806
19.0102,-0.1990257,0.4239528,0.006059805
19.71429,-0.191416,0.4210017,0.005780482
20.41837,-0.1842574,0.4182435,0.005528834
21.12245,-0.1772145,0.4156519,0.005300655
21.82653,-0.1706178,0.4134305,0.005109127
22.53061,-0.1619699,0.410883,0.004898825
23.23469,-0.1550599,0.4086495,0.004719892
23.93878,-0.1478963,0.4063667,0.004544876
24.64286,-0.1403946,0.4043074,0.004392806
25.34694,-0.1337386,0.4023039,0.004248468
26.05102,-0.1276156,0.4003399,0.004113932
26.7551,-0.1208105,0.3985018,0.003992575
27.45918,-0.1145634,0.3967077,0.003876216
28.16327,-0.1087076,0.3949732,0.003769109
28.86735,-0.1023947,0.3933644,0.003672753
29.57143,-0.09650534,0.3918023,0.003580528
30.27551,-0.09092193,0.390314,0.003496147
30.97959,-0.08504629,0.3889579,0.00342109
31.68367,-0.07953682,0.3876673,0.003350609
32.38776,-0.07428083,0.3864512,0.003285948
33.09184,-0.06867113,0.3853724,0.003229678
33.79592,-0.06319264,0.384401,0.003179589
34.5,-0.05771964,0.3834849,0.003132854
