z,p,k,epsilon
0,-1.666938,0.07694684,0.1844975
0.7040816,-1.649454,0.174267,0.03052493
1.408163,-1.649603,0.2371884,0.03053469
2.112245,-1.659027,0.2874479,0.03402232
2.816327,-1.679146,0.3269263,0.03829603
3.520408,-1.704548,0.3566154,0.04331835
4.22449,-1.727092,0.3726531,0.04904885
4.928571,-1.735013,0.3674163,0.05772695
5.632653,-1.654103,0.3998706,0.1666336
6.336735,-1.453778,0.552071,0.3923093
7.040816,-1.419408,0.7486517,0.2470623
7.744898,-1.37967,0.8321355,0.2053309
8.44898,-1.31784,0.8119722,0.1540795
9.153061,-1.248581,0.7501463,0.1062221
9.857143,-1.177914,0.6865236,0.07115926
10.56122,-1.109081,0.6308919,0.04806402
11.26531,-1.042805,0.585672,0.033594
11.96939,-0.9797431,0.5495624,0.02449726
12.67347,-0.920198,0.5208358,0.01868745
13.37755,-0.8637033,0.497766,0.01486501
14.08163,-0.8117029,0.4795383,0.01231397
14.78571,-0.7683639,0.4663475,0.01071145
15.4898,-0.7154491,0.4525315,0.009217637
16.19388,-0.6715929,0.4426681,0.008253723
16.89796,-0.6306297,0.434719,0.00753369
17.60204,-0.5922962,0.4282105,0.006968894
18.30612,-0.555847,0.4227019,0.006501962
19.0102,-0.5225454,0.4180824,0.00611395
19.71429,-0.4911035,0.4140871,0.005780428
20.41837,-0.4618757,0.4106793,0.005496389
21.12245,-0.4348852,0.4076963,0.005248245
21.82653,-0.4122868,0.4052433,0.005044723
22.53061,-0.3848159,0.4026007,0.004827423
23.23469,-0.362597,0.4003172,0.004643755
23.93878,-0.3391807,0.398104,0.00446753
24.64286,-0.3202717,0.3961456,0.004316491
25.34694,-0.3023187,0.3942529,0.004173381
26.05102,-0.2847388,0.392465,0.004041731
26.7551,-0.2702956,0.390804,0.003923738
27.45918,-0.2563824,0.389188,0.003810673
28.16327,-0.2428233,0.3876603,0.003707435
28.86735,-0.2324234,0.3862466,0.003614914
29.57143,-0.2227695,0.3848779,0.00352641
30.27551,-0.213829,0.3835908,0.003445809
30.97959,-0.2100708,0.382419,0.00337433
31.68367,-0.2087796,0.3813091,0.003307285
32.38776,-0.2081693,0.3802717,0.003245931
33.09184,-0.212164,0.3793544,0.003192694
33.79592,-0.2181247,0.3785472,0.003145452
34.5,-0.2210181,0.377787,0.003101422
