z,U_0,U_1,U_2
3.634307e-18,8.648888e-17,1.133748e-17,7.337273e-20
0.7040816,2.579657,0.1987458,0.07253285
1.408163,3.060519,0.3932607,0.1296995
2.112245,3.386816,0.6060559,0.1973616
2.816327,3.630097,0.8199233,0.271756
3.520408,3.820792,1.034601,0.330801
4.22449,3.977892,1.228521,0.3557465
4.928571,4.107337,1.382717,0.3568719
5.632653,4.223817,1.511523,0.3428514
6.336735,4.322387,1.612971,0.3248329
7.040816,4.409115,1.696575,0.3036072
7.744898,4.486312,1.766215,0.2807991
8.44898,4.555797,1.824603,0.2575138
9.153061,4.618868,1.873688,0.23465
9.857143,4.676551,1.91508,0.2128358
10.56122,4.729576,1.950071,0.1925475
11.26531,4.778581,1.979803,0.1739703
11.96939,4.824123,2.005344,0.1572069
12.67347,4.866598,2.027486,0.1422443
13.37755,4.906655,2.047015,0.1289105
14.08163,4.943617,2.064021,0.1173815
14.78571,4.975168,2.077845,0.108194
15.4898,5.011796,2.093402,0.09813126
16.19388,5.043038,2.106219,0.09046506
16.89796,5.072547,2.117771,0.08378664
17.60204,5.100504,2.128841,0.07794594
18.30612,5.127054,2.139151,0.07274557
19.0102,5.152165,2.148789,0.06840612
19.71429,5.176073,2.157944,0.06456763
20.41837,5.19876,2.16643,0.06126541
21.12245,5.220195,2.174564,0.05826655
21.82653,5.237173,2.180976,0.05611219
22.53061,5.259509,2.189606,0.05347742
23.23469,5.27852,2.196614,0.05161087
23.93878,5.295826,2.203174,0.04976981
24.64286,5.31241,2.209545,0.04854451
25.34694,5.328021,2.215333,0.0474374
26.05102,5.342511,2.220913,0.04626606
26.7551,5.356345,2.22621,0.04555238
27.45918,5.369393,2.231089,0.04488723
28.16327,5.381261,2.235649,0.04420059
28.86735,5.392538,2.239943,0.04383408
29.57143,5.403069,2.24386,0.0435088
30.27551,5.412467,2.24742,0.04315799
30.97959,5.421351,2.25076,0.04304448
31.68367,5.429406,2.253691,0.04297573
32.38776,5.436507,2.256315,0.04284317
33.09184,5.443169,2.258761,0.04290439
33.79592,5.448796,2.260695,0.04296872
34.5,5.453746,2.262418,0.04296397
