z,U_0,U_1,U_2
3.634307e-18,7.456489e-17,1.473212e-16,-5.072245e-19
0.7040816,1.440258,3.432808,-0.4373681
1.408163,1.749606,3.309251,-0.5032494
2.112245,2.063337,3.212323,-0.2398269
2.816327,2.51502,2.944849,0.246354
3.520408,3.1558,2.513858,0.5916827
4.22449,3.663682,2.309498,0.6732031
4.928571,3.990506,2.206283,0.6787213
5.632653,4.220289,2.130686,0.6351615
6.336735,4.380344,2.084745,0.5751054
7.040816,4.497975,2.056962,0.509085
7.744898,4.587585,2.042327,0.4448675
8.44898,4.658085,2.03723,0.3864799
9.153061,4.715815,2.038374,0.3353723
9.857143,4.764898,2.043527,0.2917377
10.56122,4.808099,2.051093,0.2551086
11.26531,4.847075,2.060085,0.2246113
11.96939,4.88314,2.069748,0.1991781
12.67347,4.917009,2.079673,0.1779224
13.37755,4.949407,2.08969,0.1599566
14.08163,4.979925,2.099351,0.1449262
14.78571,5.006349,2.107949,0.1332618
15.4898,5.037415,2.118288,0.1210826
16.19388,5.064715,2.127398,0.1117276
16.89796,5.090961,2.136184,0.1034397
17.60204,5.116219,2.144756,0.09636334
18.30612,5.140448,2.153022,0.09014429
19.0102,5.163724,2.161112,0.08482321
19.71429,5.18619,2.168875,0.08005529
20.41837,5.207742,2.176334,0.07565494
21.12245,5.228182,2.183499,0.07199422
21.82653,5.244517,2.189221,0.06926033
22.53061,5.265927,2.1968,0.06597795
23.23469,5.28449,2.203291,0.06305509
23.93878,5.301686,2.209249,0.06067933
24.64286,5.317942,2.215249,0.05897731
25.34694,5.333636,2.220768,0.05699619
26.05102,5.347969,2.225785,0.05552191
26.7551,5.361708,2.230831,0.05440318
27.45918,5.374956,2.235519,0.05306831
28.16327,5.386776,2.239685,0.05214246
28.86735,5.398044,2.243819,0.05145287
29.57143,5.408779,2.247628,0.05062398
30.27551,5.418175,2.250931,0.05008421
30.97959,5.427052,2.254187,0.04974396
31.68367,5.435259,2.257093,0.04931288
32.38776,5.442374,2.259564,0.04902054
33.09184,5.449013,2.261995,0.04891722
33.79592,5.454662,2.263985,0.04877544
34.5,5.459588,2.265688,0.04866277
