z,p,k,epsilon
0,-4.794612,0.1903244,0.7177936
0.7040816,-4.77858,0.3960838,0.09930974
1.408163,-4.847514,0.5118296,0.1012133
2.112245,-4.935848,0.600377,0.120323
2.816327,-5.034866,0.7356728,0.1777615
3.520408,-5.120319,1.133948,0.4235818
4.22449,-5.029639,1.85109,1.092025
4.928571,-4.658482,1.903921,1.152107
5.632653,-4.263999,1.445896,0.5804351
6.336735,-3.858441,1.162734,0.2842481
7.040816,-3.463492,0.9907794,0.1565541
7.744898,-3.092592,0.8595363,0.09307445
8.44898,-2.754628,0.7545995,0.05862068
9.153061,-2.452545,0.6724979,0.0392143
9.857143,-2.185525,0.6094127,0.02781624
10.56122,-1.951588,0.5616805,0.02091404
11.26531,-1.747553,0.525866,0.01658099
11.96939,-1.569208,0.4990675,0.01374742
12.67347,-1.412945,0.4790119,0.01181304
13.37755,-1.275246,0.4639025,0.01042952
14.08163,-1.154215,0.4525752,0.009410215
14.78571,-1.051137,0.4441884,0.008650597
15.4898,-0.953318,0.4367514,0.007963272
16.19388,-0.8695183,0.4312006,0.007433205
16.89796,-0.7951314,0.426552,0.006979764
17.60204,-0.7286094,0.4226109,0.006586871
18.30612,-0.6683038,0.4191894,0.006242253
19.0102,-0.6159426,0.4161742,0.005938188
19.71429,-0.5684847,0.4134637,0.00566659
20.41837,-0.5251693,0.4109566,0.00541925
21.12245,-0.4850336,0.4086272,0.005194894
21.82653,-0.4496462,0.4064786,0.004993951
22.53061,-0.4203209,0.4043996,0.004807937
23.23469,-0.3911632,0.4024012,0.004634295
23.93878,-0.3616665,0.4004167,0.004463756
24.64286,-0.3386131,0.3986211,0.004320975
25.34694,-0.3159197,0.3968377,0.004181608
26.05102,-0.2942664,0.3951052,0.004049117
26.7551,-0.2764221,0.3935032,0.00393567
27.45918,-0.2587042,0.3919078,0.003823659
28.16327,-0.2418788,0.3903686,0.003718115
28.86735,-0.2273225,0.388972,0.003628574
29.57143,-0.2128055,0.3875824,0.003539986
30.27551,-0.1987813,0.3862494,0.003456525
30.97959,-0.1863199,0.3850868,0.003387477
31.68367,-0.1739091,0.3839416,0.003319947
32.38776,-0.1618146,0.3828394,0.00325551
33.09184,-0.1502423,0.3819367,0.00320464
33.79592,-0.1385424,0.3810803,0.003156821
34.5,-0.1268592,0.380233,0.003109547
