z,p,k,epsilon
3.643505e-18,-0.08802872,0.3830283,2.047124
0.7040816,-0.0720371,0.5692911,0.222037
1.408163,-0.0742683,0.6493702,0.1762959
2.112245,-0.08094787,0.6726919,0.1408597
2.816327,-0.1113134,0.6689749,0.1101656
3.520408,-0.1897319,0.6485242,0.08425517
4.22449,-0.2863022,0.6190577,0.06342639
4.928571,-0.3781907,0.5912453,0.04863892
5.632653,-0.4325002,0.5678773,0.03835191
6.336735,-0.4836072,0.5486608,0.03124177
7.040816,-0.52257,0.5322207,0.02610379
7.744898,-0.550126,0.5177681,0.02225062
8.44898,-0.567022,0.5048798,0.01927346
9.153061,-0.5744851,0.4934095,0.01692755
9.857143,-0.5738158,0.4831616,0.01503783
10.56122,-0.5663876,0.4740463,0.01349603
11.26531,-0.5536523,0.4659777,0.01222361
11.96939,-0.5370463,0.4588391,0.01115816
12.67347,-0.5175102,0.452505,0.01025576
13.37755,-0.4960555,0.4468674,0.009480597
14.08163,-0.4739411,0.441937,0.008823351
14.78571,-0.4511505,0.4375553,0.008256171
15.4898,-0.4281807,0.4335894,0.007757288
16.19388,-0.4060984,0.4299404,0.007303961
16.89796,-0.383538,0.426598,0.006905635
17.60204,-0.3634375,0.423574,0.006550169
18.30612,-0.3424822,0.4206809,0.006224177
19.0102,-0.3229175,0.4180373,0.005938247
19.71429,-0.3054004,0.4155531,0.005676265
20.41837,-0.2875557,0.4131562,0.005434295
21.12245,-0.2717672,0.410956,0.005218326
21.82653,-0.2585419,0.4091398,0.005048403
22.53061,-0.2424777,0.4068253,0.004843138
23.23469,-0.2264517,0.4045986,0.004651794
23.93878,-0.2119315,0.4026031,0.004483244
24.64286,-0.1991095,0.4007678,0.004340671
25.34694,-0.186874,0.398935,0.004200734
26.05102,-0.1756685,0.3971368,0.004066746
26.7551,-0.1644737,0.3954851,0.003953055
27.45918,-0.1539764,0.3938324,0.003840146
28.16327,-0.1441785,0.3922237,0.003732954
28.86735,-0.134258,0.3907814,0.003643117
29.57143,-0.1249307,0.3893371,0.003553615
30.27551,-0.1161288,0.3879373,0.003468571
30.97959,-0.1071443,0.3867356,0.003399277
31.68367,-0.09851962,0.3855427,0.00333095
32.38776,-0.09029088,0.3843794,0.003265083
33.09184,-0.08197509,0.3834443,0.003214041
33.79592,-0.07377569,0.3825499,0.003165593
34.5,-0.06603567,0.3816504,0.003117057
