z,p,k,epsilon
0,-2.304686,0.04712789,0.08844012
0.7040816,-2.285731,0.1249193,0.02259359
1.408163,-2.282277,0.1738208,0.02482556
2.112245,-2.283782,0.2153609,0.0288746
2.816327,-2.283641,0.2484615,0.03449984
3.520408,-2.283802,0.2729248,0.04882841
4.22449,-2.260135,0.3679302,0.2375521
4.928571,-2.029188,0.4976811,0.6526113
5.632653,-1.896931,0.5262406,0.08652043
6.336735,-1.769108,0.569282,0.05966157
7.040816,-1.643799,0.5760945,0.04510905
7.744898,-1.527424,0.5674779,0.03528429
8.44898,-1.42201,0.5518968,0.0282487
9.153061,-1.324814,0.5341456,0.02309699
9.857143,-1.234844,0.5166644,0.01929759
10.56122,-1.151601,0.500515,0.01643729
11.26531,-1.074572,0.4861117,0.01424762
11.96939,-1.002854,0.4735679,0.01255159
12.67347,-0.9362541,0.462803,0.0112146
13.37755,-0.8740221,0.453594,0.01013855
14.08163,-0.8175565,0.445886,0.009273074
14.78571,-0.7692183,0.4397382,0.00860291
15.4898,-0.7126332,0.4335914,0.007944131
16.19388,-0.6658832,0.4287478,0.007430166
16.89796,-0.6230048,0.4245228,0.00698393
17.60204,-0.5826667,0.4207682,0.006591524
18.30612,-0.544983,0.4174063,0.006244269
19.0102,-0.5106,0.414406,0.00593839
19.71429,-0.4785262,0.411671,0.005664391
20.41837,-0.448959,0.4091291,0.005414799
21.12245,-0.4209572,0.4067547,0.005187818
21.82653,-0.399536,0.4049011,0.005015237
22.53061,-0.372966,0.4025936,0.004808289
23.23469,-0.3488949,0.4004487,0.004622342
23.93878,-0.3252353,0.3984206,0.004452143
24.64286,-0.3063025,0.3965798,0.004304752
25.34694,-0.2882862,0.3947935,0.004165419
26.05102,-0.2706038,0.3930686,0.004036701
26.7551,-0.2555612,0.3914418,0.003919874
27.45918,-0.2411162,0.3898539,0.003808229
28.16327,-0.2270605,0.3883367,0.003706232
28.86735,-0.2149794,0.3869214,0.003613879
29.57143,-0.2031193,0.3855474,0.003525801
30.27551,-0.1914174,0.3842531,0.003445828
30.97959,-0.181217,0.3830674,0.003374152
31.68367,-0.1711927,0.3819423,0.003307178
32.38776,-0.1613526,0.380894,0.003246227
33.09184,-0.1519409,0.3799569,0.003192659
33.79592,-0.1427638,0.3791206,0.00314535
34.5,-0.1334069,0.3783394,0.003101594
