z,U_0,U_1,U_2
1.817132e-18,4.008966e-17,-4.443953e-18,7.004483e-20
0.7040816,2.317486,-0.150279,0.08323795
1.408163,2.844077,0.1206259,0.1631597
2.112245,3.189964,0.4283442,0.256662
2.816327,3.454147,0.6976979,0.3485268
3.520408,3.673179,0.9362207,0.4174943
4.22449,3.860658,1.135867,0.4437508
4.928571,4.019024,1.288056,0.441758
5.632653,4.154219,1.407382,0.4298461
6.336735,4.268773,1.505063,0.4138784
7.040816,4.367216,1.588235,0.3946601
7.744898,4.452818,1.660247,0.3728765
8.44898,4.528313,1.722854,0.3494462
9.153061,4.595705,1.777318,0.3253733
9.857143,4.656547,1.824732,0.3014496
10.56122,4.711943,1.866038,0.2783284
11.26531,4.762759,1.902136,0.2564721
11.96939,4.809689,1.933884,0.2361321
12.67347,4.853248,1.96196,0.2174132
13.37755,4.89397,1.987049,0.2002872
14.08163,4.931882,2.009435,0.184819
14.78571,4.965706,2.028658,0.1715512
15.4898,5.001375,2.048289,0.1580918
16.19388,5.033268,2.065284,0.1468386
16.89796,5.063448,2.080908,0.136753
17.60204,5.092149,2.095475,0.1276047
18.30612,5.119479,2.108999,0.1193011
19.0102,5.145256,2.121486,0.1119768
19.71429,5.169845,2.133242,0.1054183
20.41837,5.193239,2.144249,0.09950536
21.12245,5.215432,2.154578,0.09413638
21.82653,5.23608,2.164049,0.08945603
22.53061,5.256084,2.17319,0.08531283
23.23469,5.275079,2.181762,0.08145416
23.93878,5.293904,2.190283,0.07769842
24.64286,5.310483,2.197602,0.07500418
25.34694,5.326756,2.204785,0.0722745
26.05102,5.342424,2.211726,0.06976603
26.7551,5.356205,2.21771,0.0678909
27.45918,5.369839,2.223635,0.06599742
28.16327,5.3828,2.229284,0.0643082
28.86735,5.393926,2.234048,0.0630863
29.57143,5.404946,2.238769,0.06185293
30.27551,5.415361,2.243243,0.06075192
30.97959,5.423982,2.246881,0.06005648
31.68367,5.432409,2.250437,0.05935816
32.38776,5.440441,2.253834,0.05870675
33.09184,5.446715,2.256432,0.05840665
33.79592,5.45258,2.258851,0.0580987
34.5,5.458373,2.26124,0.05779425
