z,p,k,epsilon
0,-0.3066596,0.7523338,5.641699
0.7040816,-0.2474297,0.7580094,0.2963385
1.408163,-0.3287856,0.9115704,0.2382182
2.112245,-0.4420143,0.9452377,0.1965529
2.816327,-0.6073188,0.9391523,0.1589697
3.520408,-0.7666176,0.892934,0.1223057
4.22449,-0.902664,0.8295697,0.09127965
4.928571,-1.00633,0.7683889,0.06869501
5.632653,-1.066961,0.7103972,0.05220532
6.336735,-1.086243,0.6595354,0.04054202
7.040816,-1.07675,0.6162796,0.03223826
7.744898,-1.047105,0.5800042,0.02622615
8.44898,-1.004316,0.5500239,0.02181062
9.153061,-0.9536832,0.5254124,0.01850746
9.857143,-0.8991167,0.505556,0.0160124
10.56122,-0.8435921,0.4895787,0.01409146
11.26531,-0.7886269,0.476605,0.01257604
11.96939,-0.7352319,0.4660134,0.01135912
12.67347,-0.6845181,0.4573189,0.01036499
13.37755,-0.6365911,0.4500464,0.009534052
14.08163,-0.5929043,0.4440043,0.008841656
14.78571,-0.5537063,0.4389245,0.008259687
15.4898,-0.5131855,0.4344158,0.007742158
16.19388,-0.4772263,0.4303788,0.007282705
16.89796,-0.444632,0.4268723,0.00688383
17.60204,-0.4147044,0.4236632,0.006525686
18.30612,-0.3864663,0.4207384,0.00620253
19.0102,-0.3610037,0.4180969,0.0059181
19.71429,-0.3377012,0.4155846,0.005656855
20.41837,-0.3157969,0.4132223,0.005417444
21.12245,-0.2952428,0.4109687,0.005196771
21.82653,-0.2783435,0.4091207,0.005022781
22.53061,-0.2614655,0.4071044,0.004844988
23.23469,-0.2433035,0.4049592,0.004658169
23.93878,-0.2258884,0.4028439,0.004475211
24.64286,-0.2120613,0.4010701,0.00433615
25.34694,-0.1988581,0.3992714,0.004197263
26.05102,-0.1863142,0.3975016,0.004063031
26.7551,-0.1747499,0.3958999,0.003951369
27.45918,-0.1637084,0.394275,0.00383914
28.16327,-0.1531189,0.3926934,0.003731988
28.86735,-0.1430443,0.3912873,0.003643293
29.57143,-0.1334046,0.3898636,0.003554201
30.27551,-0.1240543,0.388476,0.003468438
30.97959,-0.1149238,0.3873091,0.003400592
31.68367,-0.1061322,0.3861304,0.003332496
32.38776,-0.09752281,0.3849622,0.003265322
33.09184,-0.08890136,0.3840653,0.003216032
33.79592,-0.08051772,0.3831798,0.003167701
34.5,-0.07227151,0.3822909,0.003119302
