z,U_0,U_1,U_2
0,0,0,0
0.7040816,2.698225,0.5181914,-0.2321272
1.408163,2.918827,0.5074472,-0.321715
2.112245,3.180155,0.5774445,-0.2491579
2.816327,3.289773,0.6849665,-0.02140857
3.520408,2.867966,0.8025404,0.1633165
4.22449,3.980259,1.271357,0.2656023
4.928571,4.116374,1.442642,0.3040238
5.632653,4.222565,1.580669,0.315686
6.336735,4.316167,1.692145,0.308895
7.040816,4.399793,1.781635,0.291136
7.744898,4.475441,1.853408,0.2673705
8.44898,4.544404,1.910815,0.2408707
9.153061,4.607667,1.956537,0.2140797
9.857143,4.666,1.992932,0.1885676
10.56122,4.719964,2.021919,0.1652593
11.26531,4.770014,2.045276,0.1446037
11.96939,4.81662,2.064438,0.1266214
12.67347,4.86012,2.08045,0.1111915
13.37755,4.901123,2.094204,0.09801634
14.08163,4.938942,2.10601,0.08710176
14.78571,4.973694,2.116332,0.0781226
15.4898,5.008274,2.126235,0.07031374
16.19388,5.040025,2.135241,0.06393225
16.89796,5.069935,2.143757,0.05852072
17.60204,5.098317,2.151788,0.05416968
18.30612,5.125392,2.159564,0.05041569
19.0102,5.150496,2.166909,0.0474464
19.71429,5.174532,2.173981,0.04501155
20.41837,5.197313,2.180859,0.0428246
21.12245,5.219014,2.187428,0.04111203
21.82653,5.239238,2.19371,0.03973132
22.53061,5.257461,2.199502,0.03872784
23.23469,5.275764,2.205353,0.03782706
23.93878,5.294797,2.211493,0.03677606
24.64286,5.310419,2.216644,0.03636676
25.34694,5.326023,2.22179,0.03595719
26.05102,5.341161,2.226856,0.03550834
26.7551,5.354188,2.231264,0.03539507
27.45918,5.367214,2.235672,0.0352818
28.16327,5.379681,2.239941,0.03513423
28.86735,5.390192,2.243528,0.0352062
29.57143,5.400703,2.247114,0.03527817
30.27551,5.410811,2.250592,0.03531047
30.97959,5.418862,2.253312,0.03548257
31.68367,5.426913,2.256031,0.03565467
32.38776,5.434902,2.258753,0.03578665
33.09184,5.440606,2.260589,0.03594885
33.79592,5.446252,2.262402,0.03610861
34.5,5.451892,2.264219,0.03626247
