z,p,k,epsilon
0,-2.516768,0.0158859,0.01730905
0.7040816,-2.511496,0.06716402,0.007148339
1.408163,-2.509805,0.1002981,0.009980796
2.112245,-2.501657,0.1328781,0.01288408
2.816327,-2.488576,0.1693553,0.01655921
3.520408,-2.474271,0.2043782,0.02094878
4.22449,-2.462823,0.2321168,0.02628757
4.928571,-2.459496,0.250225,0.03443497
5.632653,-2.469047,0.2538696,0.05106734
6.336735,-2.467583,0.3939564,0.3809924
7.040816,-2.123686,0.7817765,0.471279
7.744898,-1.955006,0.7856586,0.1272077
8.44898,-1.776183,0.7332548,0.07567277
9.153061,-1.63005,0.6715769,0.04933154
9.857143,-1.498485,0.6176584,0.03444732
10.56122,-1.37994,0.5743561,0.02547173
11.26531,-1.273177,0.5402505,0.01979366
11.96939,-1.17674,0.513198,0.01600433
12.67347,-1.089494,0.4917031,0.0133897
13.37755,-1.009641,0.4744774,0.01151856
14.08163,-0.9382343,0.4608998,0.01015988
14.78571,-0.8799533,0.4510488,0.009229993
15.4898,-0.8105381,0.4408708,0.008302934
16.19388,-0.7546348,0.4335448,0.007649295
16.89796,-0.7031778,0.4275889,0.007121525
17.60204,-0.655769,0.4227009,0.006684323
18.30612,-0.6119824,0.4184756,0.006303993
19.0102,-0.5719473,0.4148641,0.005974867
19.71429,-0.5350578,0.4116455,0.005681273
20.41837,-0.5010473,0.4088122,0.005423199
21.12245,-0.4692394,0.4062719,0.005193338
21.82653,-0.4431186,0.404125,0.00500193
22.53061,-0.412861,0.4016898,0.004789414
23.23469,-0.3881263,0.3996171,0.004613269
23.93878,-0.3631067,0.3976311,0.004447802
24.64286,-0.3425725,0.3957785,0.004300386
25.34694,-0.3229141,0.393984,0.004160545
26.05102,-0.3036803,0.3922682,0.004031257
26.7551,-0.2883198,0.3906536,0.003914911
27.45918,-0.2735496,0.3890788,0.003803321
28.16327,-0.25944,0.3875817,0.003701191
28.86735,-0.248276,0.3861855,0.003609449
29.57143,-0.2374854,0.3848308,0.003521627
30.27551,-0.2268807,0.3835568,0.003441609
30.97959,-0.2188097,0.3823911,0.003370549
31.68367,-0.2113496,0.3812844,0.003303852
32.38776,-0.2040295,0.3802529,0.003242844
33.09184,-0.198206,0.3793347,0.00318987
33.79592,-0.1930974,0.3785126,0.003142787
34.5,-0.1877841,0.3777418,0.003098913
