z,U_0,U_1,U_2
1.817132e-18,-3.612137e-17,-2.075119e-17,2.514846e-20
0.7040816,-1.002037,-0.6091549,-0.06250581
1.408163,-0.789424,-0.3921681,-0.1522941
2.112245,-0.4529268,-0.06532709,-0.2711436
2.816327,0.1040274,0.3076985,-0.3928804
3.520408,0.8407138,0.5559805,-0.4764573
4.22449,1.654357,0.6847855,-0.538343
4.928571,2.545393,0.8471387,-0.5729522
5.632653,3.365214,1.081683,-0.5686033
6.336735,3.970367,1.319575,-0.5358645
7.040816,4.345573,1.503539,-0.4848177
7.744898,4.55974,1.634912,-0.4263502
8.44898,4.685993,1.733436,-0.3682493
9.153061,4.767715,1.810984,-0.3137476
9.857143,4.826413,1.873085,-0.2643253
10.56122,4.872343,1.922978,-0.220698
11.26531,4.910744,1.963324,-0.182925
11.96939,4.944292,1.996529,-0.1504816
12.67347,4.974584,2.024188,-0.122824
13.37755,5.002702,2.047619,-0.09929397
14.08163,5.029014,2.06756,-0.07949293
14.78571,5.052903,2.083939,-0.06366419
15.4898,5.078563,2.100032,-0.04864622
16.19388,5.102048,2.113592,-0.0372295
16.89796,5.124645,2.125825,-0.02774813
17.60204,5.146624,2.136984,-0.01950323
18.30612,5.167932,2.14723,-0.01242608
19.0102,5.188547,2.156548,-0.006626789
19.71429,5.208424,2.165404,-0.001708873
20.41837,5.227581,2.173731,0.002436856
21.12245,5.245985,2.181494,0.006168205
21.82653,5.263358,2.188674,0.009313922
22.53061,5.280557,2.195786,0.01188852
23.23469,5.29681,2.202299,0.01434445
23.93878,5.31269,2.208695,0.01660909
24.64286,5.327187,2.214449,0.01820409
25.34694,5.341386,2.220008,0.01987516
26.05102,5.355084,2.225412,0.02133049
26.7551,5.367332,2.230175,0.02256471
27.45918,5.379428,2.234855,0.02381619
28.16327,5.390961,2.239348,0.02486866
28.86735,5.400972,2.243205,0.02579626
29.57143,5.410868,2.247006,0.02673648
30.27551,5.420225,2.250616,0.02757524
30.97959,5.428067,2.253629,0.02824887
31.68367,5.435723,2.256557,0.02892311
32.38776,5.443022,2.259355,0.02953586
33.09184,5.448801,2.261577,0.02988888
33.79592,5.454199,2.263635,0.03022005
34.5,5.459523,2.265665,0.03053623
