z,U_0,U_1,U_2
3.634152e-18,3.816576e-17,-1.764564e-17,4.563354e-20
0.7040816,0.9452945,0.3827368,0.01659827
1.408163,1.371204,0.8702194,0.07288031
2.112245,1.698409,1.217865,0.1739166
2.816327,1.958703,1.484073,0.3159991
3.520408,2.187691,1.760391,0.4766427
4.22449,2.398268,2.063051,0.5756132
4.928571,2.582193,2.328358,0.6108239
5.632653,2.741882,2.548747,0.6039424
6.336735,2.877661,2.730678,0.588073
7.040816,2.995712,2.885508,0.564903
7.744898,3.099459,3.019046,0.5375398
8.44898,3.191331,3.1352,0.5077057
9.153061,3.273317,3.236602,0.4768422
9.857143,3.346888,3.325457,0.4459846
10.56122,3.41315,3.403503,0.415985
11.26531,3.473078,3.472374,0.3872371
11.96939,3.527607,3.533591,0.3601263
12.67347,3.57742,3.588302,0.3348208
13.37755,3.623452,3.637837,0.3112088
14.08163,3.665188,3.681902,0.2898769
14.78571,3.700187,3.718299,0.2720346
15.4898,3.740183,3.75949,0.2517481
16.19388,3.773632,3.793444,0.2354418
16.89796,3.804835,3.824504,0.2202632
17.60204,3.833964,3.853594,0.2066438
18.30612,3.861311,3.880611,0.193977
19.0102,3.886696,3.90561,0.1827145
19.71429,3.910691,3.929097,0.1724327
20.41837,3.93329,3.95094,0.1629219
21.12245,3.954429,3.971472,0.1542899
21.82653,3.971016,3.987474,0.1477421
22.53061,3.992473,4.008316,0.139646
23.23469,4.010741,4.025578,0.132971
23.93878,4.027813,4.042112,0.1267358
24.64286,4.043329,4.057024,0.1217232
25.34694,4.058245,4.071026,0.1169373
26.05102,4.071974,4.084247,0.1125181
26.7551,4.084795,4.096473,0.108757
27.45918,4.097127,4.107994,0.1051893
28.16327,4.108237,4.11863,0.1019791
28.86735,4.118614,4.128456,0.09925638
29.57143,4.128496,4.137626,0.09669197
30.27551,4.137258,4.145929,0.09439635
30.97959,4.145398,4.153575,0.09250706
31.68367,4.152929,4.160488,0.09076102
32.38776,4.159553,4.166664,0.08916497
33.09184,4.165664,4.17233,0.08795785
33.79592,4.170886,4.177044,0.0868771
34.5,4.175504,4.181229,0.08589709
