z,p,k,epsilon
0,2.186013,0.6117284,4.135555
0.7040816,2.108862,0.5645796,0.1535328
1.408163,2.06369,0.664724,0.1236034
2.112245,2.155639,0.7486254,0.1182119
2.816327,2.321334,0.8510876,0.1226537
3.520408,2.487411,0.9796897,0.1348655
4.22449,2.509788,1.130622,0.1536313
4.928571,2.162532,1.288686,0.1791264
5.632653,1.308411,1.375066,0.1894847
6.336735,0.198436,1.3142,0.1615867
7.040816,-0.6086486,1.120394,0.1078071
7.744898,-0.9910793,0.917638,0.06569699
8.44898,-1.024454,0.7545131,0.04024316
9.153061,-0.9573125,0.6510577,0.02764614
9.857143,-0.882802,0.5863423,0.02100813
10.56122,-0.8068538,0.5443448,0.01708616
11.26531,-0.7375879,0.5160371,0.01453923
11.96939,-0.6759752,0.4959276,0.01273664
12.67347,-0.6220656,0.481051,0.01138609
13.37755,-0.5747067,0.4695551,0.01032243
14.08163,-0.5339912,0.4605376,0.009474408
14.78571,-0.5013,0.4539282,0.008844234
15.4898,-0.4642603,0.4467997,0.008158822
16.19388,-0.4348164,0.4414022,0.007637294
16.89796,-0.4078038,0.4367246,0.007187505
17.60204,-0.3840226,0.4325945,0.006793955
18.30612,-0.3623703,0.4288018,0.006438709
19.0102,-0.3421044,0.4253939,0.006122225
19.71429,-0.3235335,0.4222085,0.005833251
20.41837,-0.3057561,0.4192581,0.005573742
21.12245,-0.2890326,0.4165086,0.005339261
21.82653,-0.2753181,0.4141487,0.005142786
22.53061,-0.2597932,0.4114611,0.004927577
23.23469,-0.2483908,0.4091121,0.004744819
23.93878,-0.2338908,0.4067257,0.004566149
24.64286,-0.2212472,0.4045843,0.00441127
25.34694,-0.2112665,0.4024992,0.004264397
26.05102,-0.1995553,0.4004718,0.004127804
26.7551,-0.1890211,0.3985762,0.004004681
27.45918,-0.1800897,0.3967242,0.003886635
28.16327,-0.1697038,0.3949472,0.003778229
28.86735,-0.1602777,0.3932973,0.003680713
29.57143,-0.1520281,0.3916928,0.003587347
30.27551,-0.1426295,0.390176,0.003502125
30.97959,-0.1338671,0.3887927,0.003426313
31.68367,-0.1262706,0.3874729,0.003355067
32.38776,-0.118126,0.3862378,0.003289839
33.09184,-0.1097433,0.3851439,0.003233108
33.79592,-0.1020434,0.3841547,0.003182536
34.5,-0.0937267,0.3832262,0.003135414
