z,p,k,epsilon
0,-3.329321,0.04663874,0.08701348
0.7040816,-3.306958,0.184344,0.02587991
1.408163,-3.293116,0.2707281,0.03355911
2.112245,-3.296439,0.3488978,0.04152027
2.816327,-3.293863,0.4221455,0.04978901
3.520408,-3.313454,0.4872869,0.05801133
4.22449,-3.395211,0.5395329,0.06585635
4.928571,-3.508672,0.586835,0.07648025
5.632653,-3.571497,0.6677011,0.1087268
6.336735,-3.497937,0.8919411,0.2773024
7.040816,-3.210046,1.547979,1.316068
7.744898,-2.926603,1.123721,0.8064248
8.44898,-2.787138,0.819823,0.1688871
9.153061,-2.639624,0.769853,0.08104903
9.857143,-2.460363,0.7252946,0.05258859
10.56122,-2.274283,0.6789917,0.03757694
11.26531,-2.094942,0.635067,0.02827006
11.96939,-1.927193,0.5958336,0.02211324
12.67347,-1.772906,0.5621608,0.0178637
13.37755,-1.631239,0.5337894,0.01483661
14.08163,-1.503482,0.5105891,0.01265617
14.78571,-1.393216,0.4928332,0.0111437
15.4898,-1.282063,0.4758538,0.009794999
16.19388,-1.185569,0.4631195,0.008837133
16.89796,-1.099094,0.4526215,0.00806673
17.60204,-1.019281,0.4438316,0.007434821
18.30612,-0.9462831,0.4365116,0.006912366
19.0102,-0.8815163,0.4303879,0.006476308
19.71429,-0.8213974,0.42514,0.006103578
20.41837,-0.7666371,0.4205207,0.005775678
21.12245,-0.716894,0.4164516,0.005487732
21.82653,-0.6796187,0.4134375,0.005274721
22.53061,-0.6302641,0.4098858,0.005026259
23.23469,-0.5882661,0.4066923,0.004806032
23.93878,-0.5481991,0.4037809,0.004607778
24.64286,-0.5165099,0.401268,0.004439864
25.34694,-0.4856445,0.3988675,0.004281852
26.05102,-0.4562456,0.3966239,0.004137804
26.7551,-0.4314051,0.3945653,0.00400854
27.45918,-0.407175,0.3925748,0.003885297
28.16327,-0.384118,0.390719,0.003773829
28.86735,-0.3640227,0.3890158,0.003673574
29.57143,-0.3440581,0.3873744,0.003578118
30.27551,-0.324065,0.3858521,0.003491976
30.97959,-0.3065088,0.3844713,0.003415118
31.68367,-0.2895886,0.3831722,0.003343426
32.38776,-0.2729333,0.3819707,0.003278342
33.09184,-0.2555636,0.3809039,0.003221355
33.79592,-0.2350768,0.3799668,0.003171179
34.5,-0.2138897,0.3790895,0.003124736
