z,p,k,epsilon
0,-4.777519,0.1889034,0.7096629
0.7040816,-4.762481,0.3939984,0.09928949
1.408163,-4.829716,0.5069006,0.1011334
2.112245,-4.911235,0.5914926,0.1198232
2.816327,-5.00161,0.7306592,0.1807091
3.520408,-5.077238,1.17025,0.4572039
4.22449,-4.980111,1.910197,1.158543
4.928571,-4.573596,1.901584,1.13455
5.632653,-4.221045,1.428504,0.5540158
6.336735,-3.82187,1.153746,0.2760425
7.040816,-3.430921,0.982939,0.1537414
7.744898,-3.063578,0.8527498,0.09182155
8.44898,-2.728152,0.7490563,0.0579176
9.153061,-2.42767,0.6678038,0.03865478
9.857143,-2.161548,0.6053602,0.02736976
10.56122,-1.928616,0.5584049,0.02061452
11.26531,-1.725454,0.5233008,0.01638913
11.96939,-1.548137,0.497164,0.01363425
12.67347,-1.392828,0.4775835,0.01174242
13.37755,-1.255588,0.4627653,0.01037852
14.08163,-1.136121,0.4516103,0.009367754
14.78571,-1.029319,0.443039,0.008583517
15.4898,-0.9379276,0.436348,0.007956086
16.19388,-0.8537989,0.4307823,0.007422138
16.89796,-0.7799428,0.426209,0.006971421
17.60204,-0.7136759,0.4223001,0.006579272
18.30612,-0.6539204,0.4188952,0.006232688
19.0102,-0.6021609,0.4159665,0.005934172
19.71429,-0.5549517,0.4132742,0.005663044
20.41837,-0.5122753,0.4107894,0.005416359
21.12245,-0.4743838,0.408496,0.005193238
21.82653,-0.4451394,0.406671,0.005020773
22.53061,-0.4109402,0.4044363,0.004820965
23.23469,-0.3791024,0.4022852,0.004631796
23.93878,-0.3499929,0.4003277,0.004461372
24.64286,-0.3272189,0.398556,0.004321129
25.34694,-0.3050837,0.3967866,0.004182168
26.05102,-0.2841927,0.3950394,0.004047848
26.7551,-0.2668449,0.3934611,0.003936233
27.45918,-0.2499224,0.3918744,0.003824479
28.16327,-0.2339125,0.3903229,0.0037177
28.86735,-0.2206667,0.3889467,0.003629419
29.57143,-0.2075965,0.387563,0.003541005
30.27551,-0.1950659,0.3862082,0.003455814
30.97959,-0.1853898,0.3850728,0.003388512
31.68367,-0.17552,0.3839322,0.003321115
32.38776,-0.165544,0.3828021,0.003254855
33.09184,-0.1568047,0.3819299,0.003205822
33.79592,-0.1478974,0.3810786,0.00315813
34.5,-0.1384928,0.380221,0.003110322
