z,p,k,epsilon
3.634163e-18,-2.489999,0.02458177,0.03330685
0.7040816,-2.482095,0.085639,0.01075728
1.408163,-2.470948,0.1352178,0.01468823
2.112245,-2.449298,0.1837582,0.0197903
2.816327,-2.426803,0.228425,0.02536809
3.520408,-2.413283,0.265704,0.03216307
4.22449,-2.416794,0.2919082,0.0436886
4.928571,-2.436015,0.3163664,0.08290235
5.632653,-2.371313,0.6336809,1.115512
6.336735,-2.092682,0.5083125,0.1623719
7.040816,-1.933807,0.6142304,0.0795041
7.744898,-1.773603,0.6346292,0.05848957
8.44898,-1.630295,0.6174567,0.04293563
9.153061,-1.502208,0.5881464,0.03217129
9.857143,-1.386182,0.558432,0.02486049
10.56122,-1.280819,0.5319784,0.01987743
11.26531,-1.185063,0.5095595,0.01641472
11.96939,-1.097729,0.4908685,0.01392693
12.67347,-1.017958,0.4754447,0.01209442
13.37755,-0.9442539,0.462683,0.01070211
14.08163,-0.8778707,0.4523574,0.009637844
14.78571,-0.8233305,0.4446929,0.008876301
15.4898,-0.7581513,0.4366194,0.008091316
16.19388,-0.7055976,0.4306658,0.007518317
16.89796,-0.6575515,0.4257215,0.007040024
17.60204,-0.612588,0.4214452,0.006627742
18.30612,-0.5708577,0.4177208,0.006267719
19.0102,-0.5325471,0.4144539,0.005951523
19.71429,-0.4970609,0.411506,0.005668548
20.41837,-0.4643393,0.4088436,0.005415185
21.12245,-0.4335218,0.406408,0.005188008
21.82653,-0.4097873,0.4044781,0.00501122
22.53061,-0.3791633,0.4020024,0.004790366
23.23469,-0.3542457,0.3999138,0.004610283
23.93878,-0.3300435,0.3979713,0.004448698
24.64286,-0.3097037,0.3961152,0.004299306
25.34694,-0.2902667,0.3943287,0.004159833
26.05102,-0.2714286,0.3926272,0.004033065
26.7551,-0.2554669,0.3909948,0.003914714
27.45918,-0.2398768,0.3894151,0.003803122
28.16327,-0.224922,0.3879279,0.003703042
28.86735,-0.2123568,0.3865068,0.003609374
29.57143,-0.2002866,0.3851437,0.003521454
30.27551,-0.1891383,0.3838808,0.003443248
30.97959,-0.1806227,0.3826843,0.0033703
31.68367,-0.1732529,0.3815695,0.003303504
32.38776,-0.1673143,0.3805525,0.003244182
33.09184,-0.164062,0.379598,0.003189311
33.79592,-0.1615666,0.3787704,0.003142153
34.5,-0.1591504,0.3780228,0.00309996
