z,U_0,U_1,U_2
0,0,0,0
0.7040816,2.277998,-0.01530265,0.08021771
1.408163,2.824901,0.2075036,0.1533106
2.112245,3.196141,0.4576252,0.241272
2.816327,3.469769,0.707341,0.3371701
3.520408,3.690012,0.9538744,0.4075701
4.22449,3.874899,1.166909,0.4299548
4.928571,4.028979,1.330829,0.4253917
5.632653,4.163456,1.462002,0.4072839
6.336735,4.27672,1.565804,0.3854894
7.040816,4.375045,1.651598,0.3610562
7.744898,4.461361,1.723548,0.3353597
8.44898,4.537885,1.784301,0.309375
9.153061,4.60633,1.835774,0.2838918
9.857143,4.668045,1.879484,0.259466
10.56122,4.724014,1.91671,0.2366378
11.26531,4.775137,1.948599,0.215663
11.96939,4.822126,1.976247,0.1966524
12.67347,4.865582,2.000423,0.1795366
13.37755,4.906236,2.021899,0.164127
14.08163,4.943653,2.040797,0.1505836
14.78571,4.978779,2.057942,0.138548
15.4898,5.011806,2.07357,0.1278919
16.19388,5.043293,2.087996,0.1183404
16.89796,5.07285,2.101341,0.1099722
17.60204,5.100861,2.113716,0.102513
18.30612,5.127652,2.125455,0.09582076
19.0102,5.152622,2.136253,0.09009563
19.71429,5.176503,2.14643,0.08493877
20.41837,5.199267,2.156112,0.08031196
21.12245,5.220674,2.165145,0.07623842
21.82653,5.237973,2.172459,0.07317127
22.53061,5.257575,2.180705,0.06998377
23.23469,5.277609,2.189148,0.06686337
23.93878,5.297207,2.197369,0.06383304
24.64286,5.313075,2.203869,0.06199827
25.34694,5.328892,2.210477,0.06000036
26.05102,5.344276,2.216893,0.05808801
26.7551,5.357459,2.222262,0.05688533
27.45918,5.370711,2.227762,0.05552612
28.16327,5.383415,2.233004,0.0542795
28.86735,5.394071,2.237302,0.05353164
29.57143,5.404782,2.241697,0.05267052
30.27551,5.4151,2.245912,0.05186439
30.97959,5.423249,2.249138,0.05146743
31.68367,5.431433,2.252427,0.05100798
32.38776,5.439469,2.255667,0.05053335
33.09184,5.445309,2.257893,0.05035908
33.79592,5.450991,2.260078,0.05016587
34.5,5.45669,2.262304,0.04994655
