z,p,k,epsilon
0,-2.213139,1.493959,15.78342
0.7040816,-2.769928,0.9839119,0.4356748
1.408163,-3.036848,1.31486,0.5420224
2.112245,-3.020541,1.65407,0.7557251
2.816327,-3.098669,1.813671,0.9354172
3.520408,-3.299842,1.636807,0.6851274
4.22449,-3.252939,1.399636,0.3784579
4.928571,-3.081409,1.188177,0.217736
5.632653,-2.809517,1.002224,0.1256952
6.336735,-2.545487,0.8624853,0.07814669
7.040816,-2.292728,0.757726,0.05257003
7.744898,-2.05981,0.6782694,0.03758662
8.44898,-1.850178,0.6180967,0.02836769
9.153061,-1.662389,0.5721849,0.02237191
9.857143,-1.493973,0.5372463,0.0183258
10.56122,-1.345363,0.5107623,0.01549341
11.26531,-1.214562,0.4906373,0.01344022
11.96939,-1.098872,0.4752933,0.01190673
12.67347,-0.996432,0.4633852,0.01071854
13.37755,-0.9049908,0.4539314,0.009765913
14.08163,-0.8239902,0.4463792,0.008993643
14.78571,-0.7535623,0.4404562,0.0083753
15.4898,-0.6886471,0.4350245,0.007801597
16.19388,-0.6315259,0.4306555,0.00733031
16.89796,-0.5801986,0.4267872,0.006914531
17.60204,-0.5342188,0.4233895,0.00654694
18.30612,-0.4924724,0.4202859,0.006216363
19.0102,-0.4558703,0.4175084,0.00592519
19.71429,-0.4223276,0.4149416,0.005661033
20.41837,-0.3917142,0.4125147,0.005418506
21.12245,-0.3638303,0.410233,0.005196292
21.82653,-0.3431595,0.4084484,0.005028447
22.53061,-0.3181466,0.4061652,0.004823802
23.23469,-0.2948081,0.4040173,0.004637639
23.93878,-0.2729736,0.4020601,0.004471746
24.64286,-0.2550942,0.400249,0.004328354
25.34694,-0.2382116,0.3984522,0.004189284
26.05102,-0.2228516,0.3967029,0.00405786
26.7551,-0.2086665,0.3950767,0.003943469
27.45918,-0.1953574,0.3934605,0.003831329
28.16327,-0.1829719,0.3919,0.003726348
28.86735,-0.171445,0.3904754,0.003635774
29.57143,-0.160549,0.3890628,0.003546889
30.27551,-0.1503921,0.3877088,0.003463799
30.97959,-0.1406981,0.3865152,0.003393674
31.68367,-0.1312976,0.3853477,0.003325803
32.38776,-0.1223933,0.3842276,0.003261693
33.09184,-0.1132676,0.3832921,0.003209717
33.79592,-0.1041667,0.3824172,0.003161597
34.5,-0.09557743,0.3815581,0.003114672
