z,p,k,epsilon
0,-0.06174251,0.4262725,2.405269
0.7040816,-0.04595582,0.6493537,0.2775097
1.408163,-0.04934973,0.7347124,0.2128136
2.112245,-0.04985496,0.7400772,0.1607915
2.816327,-0.0691147,0.7116481,0.1191603
3.520408,-0.1295198,0.6714045,0.08699279
4.22449,-0.20076,0.6312233,0.06368341
4.928571,-0.2889964,0.5984402,0.04815194
5.632653,-0.3251666,0.5724679,0.03774327
6.336735,-0.3647009,0.5517316,0.03074476
7.040816,-0.3942519,0.534195,0.02571343
7.744898,-0.4150705,0.5189465,0.02194317
8.44898,-0.4281761,0.5055265,0.01903096
9.153061,-0.4345341,0.4936764,0.016729
9.857143,-0.4349746,0.4831922,0.01487427
10.56122,-0.4305992,0.4739966,0.01336467
11.26531,-0.4223112,0.4659155,0.01211664
11.96939,-0.4113896,0.4588516,0.01107464
12.67347,-0.3983803,0.4526326,0.01019245
13.37755,-0.383748,0.4471022,0.009433526
14.08163,-0.3683189,0.4422531,0.008786607
14.78571,-0.3523471,0.4379347,0.008223629
15.4898,-0.3368254,0.4340517,0.007731566
16.19388,-0.3202156,0.4304494,0.007288032
16.89796,-0.304451,0.4271864,0.006895459
17.60204,-0.288841,0.4241523,0.006541389
18.30612,-0.2739218,0.4213154,0.006219661
19.0102,-0.2599538,0.4187101,0.005935931
19.71429,-0.2459925,0.4162146,0.005674549
20.41837,-0.2328076,0.4138435,0.005434298
21.12245,-0.2203077,0.4116034,0.00521519
21.82653,-0.2102964,0.4097855,0.005044648
22.53061,-0.1979549,0.4076632,0.004858413
23.23469,-0.1858955,0.405478,0.004670355
23.93878,-0.1738987,0.403325,0.004486883
24.64286,-0.1634496,0.4014886,0.004345838
25.34694,-0.1539437,0.3996571,0.004206107
26.05102,-0.144966,0.3978495,0.004070989
26.7551,-0.135929,0.3961974,0.00395817
27.45918,-0.1276819,0.3945425,0.003845293
28.16327,-0.1197052,0.3929256,0.003737418
28.86735,-0.1117347,0.3914794,0.003647921
29.57143,-0.1043736,0.3900296,0.003558345
30.27551,-0.09726135,0.3886123,0.00347205
30.97959,-0.08993029,0.3874149,0.003403659
31.68367,-0.08299225,0.3862143,0.0033352
32.38776,-0.07636752,0.3850267,0.003267918
33.09184,-0.06950764,0.3841029,0.003217983
33.79592,-0.06289949,0.3832001,0.003169393
34.5,-0.05680492,0.3822925,0.003120708
