z,p,k,epsilon
1.816559e-18,-4.441506,0.2257242,0.9314725
0.7040816,-4.514369,0.3596202,0.1729293
1.408163,-4.554187,0.4135648,0.1089145
2.112245,-4.574668,0.5057994,0.1307612
2.816327,-4.594037,0.6863666,0.233034
3.520408,-4.467647,1.480423,1.103725
4.22449,-4.242276,2.001742,1.701954
4.928571,-4.08147,1.513639,0.6766304
5.632653,-3.830955,1.2366,0.3080766
6.336735,-3.495101,1.048743,0.1664713
7.040816,-3.138356,0.9003491,0.0976704
7.744898,-2.795021,0.7838423,0.06128442
8.44898,-2.480673,0.694019,0.04105995
9.153061,-2.200665,0.6257197,0.02931207
9.857143,-1.954543,0.5742237,0.02216354
10.56122,-1.740658,0.5360096,0.01768621
11.26531,-1.554559,0.507559,0.01471989
11.96939,-1.392675,0.4863755,0.01266653
12.67347,-1.251414,0.4704602,0.01117718
13.37755,-1.127009,0.4582989,0.01004686
14.08163,-1.019278,0.4490056,0.009172415
14.78571,-0.9229529,0.4416829,0.008466767
15.4898,-0.8420006,0.4358634,0.007889766
16.19388,-0.7661839,0.430836,0.007381752
16.89796,-0.6998475,0.4266187,0.006948491
17.60204,-0.6410665,0.4229606,0.00656821
18.30612,-0.5877043,0.4196952,0.00622807
19.0102,-0.5415256,0.4168428,0.005933866
19.71429,-0.4997044,0.4142012,0.005665608
20.41837,-0.4614108,0.4117381,0.00542059
21.12245,-0.4264421,0.4094266,0.005196104
21.82653,-0.3953778,0.4072427,0.004991939
22.53061,-0.3690765,0.4052418,0.00481486
23.23469,-0.3433374,0.4032517,0.004642022
23.93878,-0.3170091,0.4012413,0.00446776
24.64286,-0.2968167,0.3994533,0.004328328
25.34694,-0.2768109,0.3976652,0.004189172
26.05102,-0.2574267,0.3959106,0.004054713
26.7551,-0.2418356,0.3943064,0.003942695
27.45918,-0.2262445,0.3927022,0.003830677
28.16327,-0.2112572,0.391143,0.003723718
28.86735,-0.1988924,0.3897431,0.003635029
29.57143,-0.1865275,0.3883432,0.00354634
30.27551,-0.1745433,0.3869822,0.003460993
30.97959,-0.1644853,0.3858263,0.003393323
31.68367,-0.1544273,0.3846703,0.003325652
32.38776,-0.1444219,0.3835206,0.003258435
33.09184,-0.1349495,0.382647,0.003209944
33.79592,-0.1254267,0.3817811,0.003161986
34.5,-0.1159038,0.3809152,0.003114027
