z,U_0,U_1,U_2
0,0,0,0
0.7040816,-1.029004,-0.1995905,0.1630196
1.408163,-0.9821092,-0.0860857,0.2526376
2.112245,-0.8629018,0.07692695,0.3130696
2.816327,-0.618635,0.2307434,0.3705477
3.520408,0.03285974,0.293033,0.3672829
4.22449,1.434429,0.4412558,0.2508845
4.928571,3.077965,0.9396646,0.1487581
5.632653,4.037034,1.395632,0.09711521
6.336735,4.43822,1.590041,0.06987807
7.040816,4.63442,1.686297,0.05268284
7.744898,4.743833,1.757095,0.03957618
8.44898,4.811381,1.818034,0.0309813
9.153061,4.857325,1.871258,0.02680507
9.857143,4.891716,1.917111,0.02609656
10.56122,4.919899,1.955933,0.02752819
11.26531,4.944925,1.988506,0.02990896
11.96939,4.96829,2.015999,0.03241943
12.67347,4.990904,2.039358,0.03483798
13.37755,5.013372,2.059499,0.03699291
14.08163,5.035391,2.076737,0.03875944
14.78571,5.057404,2.091927,0.04009232
15.4898,5.079362,2.105452,0.0410106
16.19388,5.101367,2.11776,0.04167936
16.89796,5.122979,2.12897,0.04208845
17.60204,5.144228,2.139301,0.04229807
18.30612,5.165228,2.149028,0.04233147
19.0102,5.185492,2.157974,0.04219335
19.71429,5.205313,2.166435,0.04201256
20.41837,5.224569,2.17449,0.04179682
21.12245,5.242995,2.182039,0.04152298
21.82653,5.258161,2.188152,0.04129041
22.53061,5.27685,2.195511,0.04063021
23.23469,5.29486,2.202634,0.04026711
23.93878,5.311176,2.209101,0.04034069
24.64286,5.325736,2.21477,0.04039692
25.34694,5.340286,2.220376,0.04018531
26.05102,5.354556,2.225811,0.03977566
26.7551,5.366864,2.230542,0.03993799
27.45918,5.379273,2.235263,0.03983092
28.16327,5.391245,2.239785,0.03963285
28.86735,5.401334,2.243635,0.03979775
29.57143,5.411487,2.247475,0.03977859
30.27551,5.421315,2.251165,0.03967167
30.97959,5.429132,2.254134,0.03975926
31.68367,5.43697,2.257087,0.03976224
32.38776,5.444676,2.259963,0.03968062
33.09184,5.450289,2.262079,0.039666
33.79592,5.455728,2.264121,0.03964331
34.5,5.461167,2.266137,0.03957643
