z,p,k,epsilon
0,-4.544281,0.3487814,1.778874
0.7040816,-4.563966,0.5425326,0.1385083
1.408163,-4.619268,0.6852881,0.150278
2.112245,-4.671116,0.7886818,0.1914143
2.816327,-4.699102,0.9360261,0.2805809
3.520408,-4.714546,1.233382,0.4599002
4.22449,-4.642031,1.621432,0.7404988
4.928571,-4.376946,1.730075,0.8308414
5.632653,-4.031536,1.487104,0.5951575
6.336735,-3.660224,1.21184,0.3462232
7.040816,-3.298249,1.019466,0.1980289
7.744898,-2.962122,0.8832236,0.1182252
8.44898,-2.657244,0.7773912,0.07382629
9.153061,-2.383479,0.6928155,0.04810243
9.857143,-2.139125,0.6261483,0.03289057
10.56122,-1.922898,0.5749628,0.02384549
11.26531,-1.732478,0.5361558,0.01831627
11.96939,-1.56468,0.5067349,0.01477943
12.67347,-1.416591,0.4844511,0.01242647
13.37755,-1.284357,0.4674256,0.01078464
14.08163,-1.168771,0.4546188,0.009611319
14.78571,-1.066326,0.444839,0.008733438
15.4898,-0.9747428,0.4373282,0.008054206
16.19388,-0.8897834,0.4310091,0.00747388
16.89796,-0.8147946,0.4259445,0.006998056
17.60204,-0.7479974,0.4217527,0.006592409
18.30612,-0.6867886,0.4181306,0.006236021
19.0102,-0.633477,0.4150951,0.005933404
19.71429,-0.5849831,0.4123458,0.005659612
20.41837,-0.5404611,0.4098136,0.005410719
21.12245,-0.5001609,0.4074823,0.005184144
21.82653,-0.4639203,0.4053107,0.00497909
22.53061,-0.4333781,0.4033623,0.00480475
23.23469,-0.4032675,0.401404,0.004631886
23.93878,-0.3720986,0.3993827,0.004454074
24.64286,-0.3488273,0.3976345,0.004315437
25.34694,-0.325556,0.3958864,0.0041768
26.05102,-0.3031166,0.3941637,0.004042589
26.7551,-0.2854418,0.3925997,0.003931235
27.45918,-0.2677669,0.3910357,0.003819881
28.16327,-0.2509391,0.3895103,0.00371338
28.86735,-0.2376817,0.3881473,0.003625343
29.57143,-0.2244243,0.3867843,0.003537306
30.27551,-0.2117463,0.3854553,0.003452459
30.97959,-0.2028812,0.3843309,0.003385364
31.68367,-0.1940161,0.3832066,0.003318269
32.38776,-0.184963,0.3820799,0.003251121
33.09184,-0.1776204,0.3812379,0.003203523
33.79592,-0.1702922,0.3803977,0.003156039
34.5,-0.1629639,0.3795574,0.003108556
