z,p,k,epsilon
0,2.579472,0.6936207,4.993535
0.7040816,2.494685,0.8334057,0.2706744
1.408163,2.435076,0.9921045,0.2346203
2.112245,2.569141,1.105676,0.2243157
2.816327,2.739461,1.261459,0.2363044
3.520408,2.726981,1.447913,0.2634819
4.22449,2.272762,1.599788,0.2862809
4.928571,1.243432,1.597141,0.262104
5.632653,0.201933,1.420989,0.1905084
6.336735,-0.4970712,1.19137,0.1222399
7.040816,-0.8145428,0.9843623,0.07727715
7.744898,-0.9216555,0.8222624,0.04968038
8.44898,-0.9301498,0.7053362,0.03405491
9.153061,-0.8912775,0.6242282,0.0250524
9.857143,-0.8311107,0.5683926,0.0195912
10.56122,-0.7670929,0.5303599,0.01614343
11.26531,-0.7051846,0.5039768,0.01382136
11.96939,-0.6489087,0.4850865,0.01215466
12.67347,-0.5973187,0.4710446,0.01089412
13.37755,-0.5498241,0.4602236,0.00989813
14.08163,-0.5075606,0.4518033,0.009102534
14.78571,-0.4750627,0.4457692,0.008516829
15.4898,-0.4348436,0.4392224,0.00787167
16.19388,-0.4028603,0.4343757,0.007383379
16.89796,-0.3752162,0.430234,0.006962452
17.60204,-0.3491886,0.426589,0.006593841
18.30612,-0.3249276,0.423269,0.006260858
19.0102,-0.3035219,0.4202939,0.005963562
19.71429,-0.2835557,0.4175291,0.005691628
20.41837,-0.2655185,0.4149731,0.00544767
21.12245,-0.2480279,0.4125787,0.005226228
21.82653,-0.234051,0.4106123,0.0050482
22.53061,-0.2175903,0.4081658,0.004833919
23.23469,-0.2056927,0.406091,0.004659909
23.93878,-0.1909784,0.4040113,0.004492939
24.64286,-0.1788127,0.4021094,0.004343482
25.34694,-0.1689167,0.4002473,0.00420306
26.05102,-0.1577466,0.3984511,0.004074648
26.7551,-0.1478811,0.3967432,0.003955135
27.45918,-0.1394123,0.3950733,0.003841907
28.16327,-0.1299351,0.3934855,0.003739754
28.86735,-0.1214503,0.3919796,0.00364452
29.57143,-0.1140365,0.3905214,0.003554701
30.27551,-0.1059682,0.3891599,0.003474425
30.97959,-0.09834823,0.3878809,0.003399921
31.68367,-0.09149514,0.3866738,0.003331263
32.38776,-0.08401514,0.3855662,0.003270062
33.09184,-0.07648574,0.3845405,0.003213861
33.79592,-0.06996922,0.3836312,0.003165094
34.5,-0.06316814,0.3828043,0.003121283
