z,U_0,U_1,U_2
0,0,0,0
0.7040816,2.227496,-0.05577481,0.08127109
1.408163,2.790392,0.1743232,0.1595215
2.112245,3.160976,0.4459973,0.2515334
2.816327,3.440048,0.7080752,0.3471397
3.520408,3.666505,0.953054,0.416244
4.22449,3.857134,1.161303,0.4392957
4.928571,4.017205,1.321057,0.4336582
5.632653,4.15275,1.445206,0.4180623
6.336735,4.268315,1.54522,0.3980466
7.040816,4.368304,1.628636,0.3755372
7.744898,4.455741,1.699423,0.3515521
8.44898,4.532974,1.759948,0.3268902
9.153061,4.601845,1.811856,0.3022599
9.857143,4.663791,1.856447,0.2782715
10.56122,4.719868,1.894842,0.2555275
11.26531,4.77099,1.928071,0.23437
11.96939,4.817997,1.957152,0.214951
12.67347,4.861478,1.982819,0.1972923
13.37755,4.902241,2.005794,0.181183
14.08163,4.939661,2.026071,0.1669283
14.78571,4.974688,2.04449,0.1541892
15.4898,5.007606,2.061266,0.1428348
16.19388,5.039756,2.077166,0.1322395
16.89796,5.069445,2.091356,0.1230107
17.60204,5.09771,2.10486,0.11478
18.30612,5.124725,2.117423,0.10731
19.0102,5.149888,2.128956,0.1008613
19.71429,5.174043,2.139962,0.09502721
20.41837,5.196999,2.150182,0.08976307
21.12245,5.218935,2.159998,0.08502086
21.82653,5.239791,2.169269,0.08081598
22.53061,5.258343,2.177398,0.07742252
23.23469,5.277034,2.185612,0.07410064
23.93878,5.296178,2.193923,0.07068038
24.64286,5.312143,2.200765,0.06835838
25.34694,5.328142,2.207674,0.06602482
26.05102,5.343678,2.214331,0.06382486
26.7551,5.357075,2.220034,0.0622286
27.45918,5.370475,2.225743,0.06063083
28.16327,5.383304,2.231165,0.05916108
28.86735,5.394135,2.235719,0.05812692
29.57143,5.404966,2.240274,0.05709276
30.27551,5.415384,2.244628,0.05613211
30.97959,5.423659,2.24804,0.05555207
31.68367,5.431938,2.25146,0.05497111
32.38776,5.440217,2.25488,0.05439016
33.09184,5.445969,2.257166,0.05412269
33.79592,5.451721,2.259469,0.05385711
34.5,5.457474,2.261771,0.05359153
