z,U_0,U_1,U_2
1.816559e-18,4.163332e-17,-6.552709e-19,4.162831e-20
0.7040816,2.401514,0.05161392,0.07384479
1.408163,2.914959,0.2618446,0.1410465
2.112245,3.267931,0.4948701,0.2242354
2.816327,3.531103,0.7320212,0.3145189
3.520408,3.741168,0.9722814,0.3810265
4.22449,3.917404,1.18301,0.4034067
4.928571,4.063331,1.347724,0.3990432
5.632653,4.189846,1.479358,0.3819947
6.336735,4.297165,1.584277,0.3605983
7.040816,4.390589,1.670682,0.336511
7.744898,4.472951,1.742738,0.3111998
8.44898,4.546373,1.803211,0.2857043
9.153061,4.612452,1.854135,0.2608282
9.857143,4.672418,1.897155,0.2371662
10.56122,4.727112,1.933589,0.2151958
11.26531,4.777338,1.964608,0.1950883
11.96939,4.823728,1.991295,0.1769352
12.67347,4.866786,2.014484,0.1607035
13.37755,4.907205,2.034986,0.1462004
14.08163,4.94444,2.052945,0.1335738
14.78571,4.979435,2.06907,0.1224087
15.4898,5.012196,2.08364,0.1127295
16.19388,5.043845,2.097378,0.1040137
16.89796,5.073359,2.109927,0.09645748
17.60204,5.10134,2.121584,0.08982363
18.30612,5.1281,2.1326,0.08390049
19.0102,5.152978,2.142689,0.07889396
19.71429,5.176806,2.152305,0.07443888
20.41837,5.199499,2.161456,0.07044651
21.12245,5.221103,2.170118,0.06692148
21.82653,5.241611,2.178332,0.06388015
22.53061,5.260177,2.185808,0.06140424
23.23469,5.278529,2.193154,0.0590796
23.93878,5.297073,2.200623,0.05669006
24.64286,5.31279,2.206888,0.05513533
25.34694,5.328477,2.213133,0.05358629
26.05102,5.34375,2.21925,0.05209197
26.7551,5.356876,2.224458,0.05110011
27.45918,5.370003,2.229665,0.05010824
28.16327,5.382609,2.234689,0.04917031
28.86735,5.393219,2.238866,0.04857665
29.57143,5.403829,2.243043,0.047983
30.27551,5.414064,2.247086,0.04741193
30.97959,5.422184,2.250224,0.04711323
31.68367,5.430305,2.253362,0.04681453
32.38776,5.438374,2.256491,0.04650566
33.09184,5.444104,2.258615,0.04637923
33.79592,5.449759,2.260703,0.04625377
34.5,5.455414,2.26279,0.04612832
