z,U_0,U_1,U_2
1.816559e-18,4.568733e-17,-7.493984e-18,1.119155e-19
0.7040816,2.525812,-0.4331682,0.145723
1.408163,2.95201,-0.007587898,0.2173454
2.112245,3.263365,0.3606329,0.3039767
2.816327,3.507376,0.6534942,0.3894815
3.520408,3.71115,0.9022054,0.4416522
4.22449,3.886905,1.091776,0.4544984
4.928571,4.034205,1.232214,0.4506752
5.632653,4.159314,1.34725,0.4406434
6.336735,4.264246,1.445769,0.4271925
7.040816,4.35534,1.532842,0.4093675
7.744898,4.43606,1.609901,0.3880626
8.44898,4.508667,1.677761,0.3645315
9.153061,4.574669,1.73724,0.3399966
9.857143,4.635122,1.78919,0.3154836
10.56122,4.690782,1.834562,0.2917587
11.26531,4.742261,1.874243,0.2692453
11.96939,4.790156,1.909213,0.2482219
12.67347,4.834868,1.940167,0.2288291
13.37755,4.877044,1.967914,0.2109687
14.08163,4.916051,1.992429,0.1949584
14.78571,4.952882,2.014642,0.1803751
15.4898,4.987493,2.03471,0.1673045
16.19388,5.020946,2.053455,0.1552735
16.89796,5.052183,2.0704,0.1446115
17.60204,5.081905,2.086128,0.1349315
18.30612,5.11034,2.100803,0.1261283
19.0102,5.136812,2.114096,0.1184395
19.71429,5.162196,2.126633,0.1114469
20.41837,5.186329,2.138357,0.1051336
21.12245,5.209351,2.149403,0.09939292
21.82653,5.231227,2.159755,0.09425689
22.53061,5.251004,2.168977,0.09002239
23.23469,5.270582,2.178056,0.08593132
23.93878,5.290315,2.187206,0.08183545
24.64286,5.307039,2.19475,0.07892273
25.34694,5.323763,2.202299,0.07599591
26.05102,5.340002,2.209611,0.07324074
26.7551,5.353989,2.215804,0.07118838
27.45918,5.367977,2.221997,0.06913603
28.16327,5.381372,2.227914,0.06724995
28.86735,5.392671,2.232839,0.06588948
29.57143,5.403969,2.237764,0.06452901
30.27551,5.414839,2.242494,0.06326907
30.97959,5.423479,2.246203,0.06247659
31.68367,5.43212,2.249911,0.06168411
32.38776,5.440701,2.253595,0.06090033
33.09184,5.446782,2.256152,0.06052254
33.79592,5.452798,2.258682,0.06014348
34.5,5.458815,2.261212,0.05976443
