z,U_0,U_1,U_2
3.634163e-18,-1.392721e-17,4.860095e-18,8.840315e-20
0.7040816,-0.2626362,-0.1418651,0.05818908
1.408163,-0.3054742,-0.1889337,0.09074277
2.112245,-0.362816,-0.2038177,0.1392975
2.816327,-0.405427,-0.1887657,0.2029501
3.520408,-0.4083153,-0.1470524,0.2708819
4.22449,-0.3501808,-0.07728084,0.3319847
4.928571,-0.1868524,0.03948917,0.3722414
5.632653,1.15812,0.6845334,0.3147563
6.336735,4.092203,1.84709,0.5181374
7.040816,4.223383,2.002864,0.4216698
7.744898,4.327572,2.096908,0.315781
8.44898,4.429373,2.147747,0.2237941
9.153061,4.520998,2.170094,0.1560413
9.857143,4.601973,2.178015,0.1081727
10.56122,4.673211,2.179065,0.07503699
11.26531,4.736205,2.177286,0.05231739
11.96939,4.792519,2.174711,0.03675233
12.67347,4.843273,2.172354,0.02622838
13.37755,4.889732,2.170662,0.01923996
14.08163,4.931525,2.169883,0.01482049
14.78571,4.965957,2.169976,0.01236716
15.4898,5.006303,2.170878,0.01062443
16.19388,5.039709,2.172808,0.01024439
16.89796,5.070739,2.175518,0.01019754
17.60204,5.09974,2.178626,0.01082196
18.30612,5.127119,2.182275,0.01157787
19.0102,5.152652,2.186393,0.01251806
19.71429,5.176941,2.190789,0.01361404
20.41837,5.19985,2.19539,0.01462823
21.12245,5.221312,2.200062,0.01575149
21.82653,5.238578,2.204145,0.01666481
22.53061,5.260802,2.209712,0.01804577
23.23469,5.279602,2.214673,0.01900328
23.93878,5.2968,2.219203,0.02012676
24.64286,5.313203,2.223968,0.02116278
25.34694,5.328747,2.22849,0.02207614
26.05102,5.343046,2.232709,0.02312177
26.7551,5.356723,2.236972,0.02409843
27.45918,5.369705,2.241018,0.02496313
28.16327,5.381461,2.244714,0.02592275
28.86735,5.392671,2.248383,0.02679023
29.57143,5.403232,2.251834,0.02758126
30.27551,5.41267,2.254937,0.02842434
30.97959,5.421643,2.258003,0.02911721
31.68367,5.429917,2.260837,0.02971477
32.38776,5.437284,2.263381,0.03023253
33.09184,5.444254,2.265868,0.03052126
33.79592,5.450346,2.268024,0.03075114
34.5,5.455793,2.269905,0.03093783
