z,U_0,U_1,U_2
0,0,0,0
0.7040816,2.585958,0.2126544,0.07246371
1.408163,3.065892,0.4062039,0.1310724
2.112245,3.391138,0.6194711,0.1998017
2.816327,3.633328,0.8351129,0.2727151
3.520408,3.824056,1.049629,0.3271649
4.22449,3.980814,1.240127,0.3479437
4.928571,4.111814,1.391466,0.346212
5.632653,4.226341,1.515204,0.3334836
6.336735,4.324638,1.614542,0.3161433
7.040816,4.410811,1.696553,0.2957928
7.744898,4.48751,1.76514,0.2739511
8.44898,4.556507,1.822821,0.2517416
9.153061,4.619182,1.871549,0.2298506
9.857143,4.676474,1.912774,0.2087856
10.56122,4.729274,1.947786,0.1891092
11.26531,4.778191,1.977673,0.1710846
11.96939,4.823616,2.003388,0.1547779
12.67347,4.866,2.025719,0.1401793
13.37755,4.90589,2.045388,0.1271499
14.08163,4.942962,2.062594,0.1157613
14.78571,4.976486,2.077452,0.1061247
15.4898,5.010957,2.092058,0.0969261
16.19388,5.042175,2.105146,0.08938992
16.89796,5.071712,2.116957,0.08277535
17.60204,5.099738,2.128217,0.07698276
18.30612,5.126473,2.138547,0.07191091
19.0102,5.151482,2.14811,0.06764163
19.71429,5.175363,2.157377,0.06384636
20.41837,5.19809,2.16602,0.06052863
21.12245,5.219714,2.174313,0.05759243
21.82653,5.236618,2.180762,0.05553843
22.53061,5.25685,2.188654,0.05328861
23.23469,5.276772,2.196228,0.05130271
23.93878,5.295617,2.203451,0.04940274
24.64286,5.311746,2.209602,0.04831111
25.34694,5.327415,2.215602,0.0471054
26.05102,5.342428,2.221423,0.0459619
26.7551,5.355801,2.226493,0.04535625
27.45918,5.368904,2.231528,0.04461105
28.16327,5.381295,2.236322,0.04394342
28.86735,5.392112,2.240404,0.04364273
29.57143,5.402706,2.244454,0.04323135
30.27551,5.412649,2.248267,0.04285826
30.97959,5.421079,2.251412,0.04273922
31.68367,5.429199,2.254456,0.04256705
32.38776,5.436856,2.257328,0.04238938
33.09184,5.44305,2.259561,0.04236111
33.79592,5.448731,2.261577,0.04230071
34.5,5.454239,2.263545,0.04221666
