z,p,k,epsilon
0,-1.380784,0.4410268,2.531154
0.7040816,-1.363741,0.3929816,0.1344072
1.408163,-1.355027,0.4576402,0.09548502
2.112245,-1.344458,0.5049044,0.08285599
2.816327,-1.331994,0.5345546,0.07248442
3.520408,-1.301911,0.5441654,0.06133543
4.22449,-1.250587,0.5408778,0.05044459
4.928571,-1.191812,0.5316629,0.04122958
5.632653,-1.130675,0.5208039,0.03401191
6.336735,-1.07159,0.510016,0.02848523
7.040816,-1.016079,0.49988,0.02424185
7.744898,-0.9642691,0.4904972,0.02093647
8.44898,-0.9156567,0.4818433,0.01831971
9.153061,-0.8696839,0.4738743,0.01621471
9.857143,-0.8259676,0.4665679,0.01449984
10.56122,-0.7841732,0.4598859,0.01308432
11.26531,-0.7439288,0.45378,0.01189994
11.96939,-0.705136,0.4482321,0.01090042
12.67347,-0.6678057,0.4431959,0.01004797
13.37755,-0.6317146,0.4386014,0.009310994
14.08163,-0.5976236,0.4344787,0.008679239
14.78571,-0.5671913,0.4309667,0.008163016
15.4898,-0.5332896,0.4273058,0.007645588
16.19388,-0.502198,0.4240422,0.007205101
16.89796,-0.4743113,0.4211344,0.006820662
17.60204,-0.4464985,0.4183355,0.006470322
18.30612,-0.4206099,0.415735,0.006153971
19.0102,-0.3965368,0.4133151,0.00587324
19.71429,-0.3730342,0.4109758,0.005614837
20.41837,-0.3516257,0.4087663,0.005378301
21.12245,-0.3313646,0.4066262,0.005159379
21.82653,-0.3134727,0.4047556,0.004976944
22.53061,-0.294755,0.4028386,0.004802566
23.23469,-0.2762676,0.4008457,0.004624866
23.93878,-0.2575336,0.3988075,0.004444084
24.64286,-0.242371,0.3970536,0.004305008
25.34694,-0.2271305,0.3953042,0.004167171
26.05102,-0.2134365,0.3935942,0.00403454
26.7551,-0.2005858,0.3920184,0.003923545
27.45918,-0.1877917,0.3904431,0.003812566
28.16327,-0.1761603,0.3889118,0.003706814
28.86735,-0.1654183,0.387538,0.003619011
29.57143,-0.1546945,0.3861643,0.003531212
30.27551,-0.1447949,0.3848253,0.003446783
30.97959,-0.1359385,0.3836943,0.003379871
31.68367,-0.1270821,0.3825633,0.003312959
32.38776,-0.1184473,0.3814464,0.003247262
33.09184,-0.1107952,0.3805803,0.00319857
33.79592,-0.1032185,0.3797356,0.003151206
34.5,-0.09560665,0.3788896,0.003103835
