z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.2835215,2.663338,0.1163929
1.408163,0.9606797,2.619769,0.1550715
2.112245,1.503744,2.598852,0.2666205
2.816327,1.943399,2.603438,0.4829785
3.520408,2.425181,2.592606,0.7414451
4.22449,2.949013,2.522536,0.9102723
4.928571,3.400368,2.416063,0.9453456
5.632653,3.758827,2.3074,0.8943545
6.336735,4.02062,2.220742,0.8092338
7.040816,4.215123,2.157543,0.7141462
7.744898,4.362226,2.115092,0.6212703
8.44898,4.476167,2.088905,0.5369534
9.153061,4.566972,2.074603,0.4636211
9.857143,4.641908,2.068559,0.4015497
10.56122,4.705268,2.068065,0.349642
11.26531,4.760376,2.071202,0.3064683
11.96939,4.809345,2.076628,0.2704217
12.67347,4.853784,2.083491,0.240245
13.37755,4.895009,2.09131,0.2146842
14.08163,4.932711,2.099488,0.1933472
14.78571,4.96374,2.106937,0.1772022
15.4898,5.001699,2.116546,0.1591082
16.19388,5.033572,2.125328,0.1456875
16.89796,5.063472,2.133878,0.1340856
17.60204,5.091818,2.142182,0.1239381
18.30612,5.119051,2.150492,0.1149827
19.0102,5.144781,2.15847,0.1072397
19.71429,5.169516,2.166381,0.1003798
20.41837,5.192838,2.173951,0.09430941
21.12245,5.214973,2.181185,0.08889641
21.82653,5.234123,2.187615,0.0846291
22.53061,5.256425,2.195204,0.07992906
23.23469,5.275654,2.201708,0.07624309
23.93878,5.293972,2.207923,0.07273467
24.64286,5.311048,2.213901,0.07010997
25.34694,5.327544,2.219582,0.06756354
26.05102,5.342972,2.224947,0.0651985
26.7551,5.357262,2.229987,0.06340983
27.45918,5.371083,2.234807,0.06166923
28.16327,5.383781,2.239273,0.06009473
28.86735,5.395405,2.243392,0.05892538
29.57143,5.406574,2.247309,0.0577925
30.27551,5.416705,2.250876,0.05676608
30.97959,5.425792,2.254097,0.05606938
31.68367,5.434319,2.257081,0.05541719
32.38776,5.442026,2.259771,0.05481136
33.09184,5.448712,2.262127,0.05448355
33.79592,5.454611,2.264166,0.05417756
34.5,5.460029,2.266031,0.05387282
