z,U_0,U_1,U_2
0,0,0,0
0.7040816,2.268045,-0.8419983,0.193908
1.408163,2.759616,-0.2961655,0.2731306
2.112245,3.135751,0.110408,0.3543426
2.816327,3.424765,0.4273833,0.4463522
3.520408,3.652904,0.7097705,0.4963679
4.22449,3.831886,0.9303059,0.5012523
4.928571,3.973664,1.100095,0.4922841
5.632653,4.094168,1.242413,0.4764005
6.336735,4.199581,1.362911,0.4563805
7.040816,4.293915,1.466718,0.4323529
7.744898,4.379311,1.556067,0.406203
8.44898,4.457088,1.632954,0.3793258
9.153061,4.528207,1.699363,0.3524696
9.857143,4.593318,1.756774,0.3263003
10.56122,4.653351,1.806585,0.301377
11.26531,4.708884,1.849979,0.278029
11.96939,4.760344,1.888014,0.2564372
12.67347,4.80822,1.921573,0.2365998
13.37755,4.853124,1.951517,0.2183717
14.08163,4.894699,1.977999,0.2018772
14.78571,4.932245,2.000965,0.1875599
15.4898,4.970782,2.023684,0.1734441
16.19388,5.005561,2.04344,0.1613573
16.89796,5.038375,2.061465,0.1503155
17.60204,5.069506,2.078216,0.1404979
18.30612,5.099149,2.093674,0.1313745
19.0102,5.126837,2.107735,0.123381
19.71429,5.153237,2.120976,0.1162264
20.41837,5.178317,2.133284,0.1096373
21.12245,5.202166,2.144862,0.103692
21.82653,5.22081,2.153769,0.09927958
22.53061,5.243042,2.164314,0.0944398
23.23469,5.265007,2.17458,0.08970386
23.93878,5.285819,2.184345,0.08533031
24.64286,5.303378,2.192332,0.08222543
25.34694,5.320581,2.200125,0.07914759
26.05102,5.337184,2.207679,0.07629324
26.7551,5.351729,2.214157,0.07411134
27.45918,5.36612,2.220551,0.07193566
28.16327,5.379786,2.226653,0.06997725
28.86735,5.391535,2.231803,0.06852366
29.57143,5.403149,2.236884,0.06707482
30.27551,5.414108,2.241705,0.06576945
30.97959,5.423249,2.24566,0.06489644
31.68367,5.432116,2.249485,0.06405024
32.38776,5.440555,2.253144,0.06326994
33.09184,5.447266,2.25601,0.06284385
33.79592,5.453423,2.25862,0.06244003
34.5,5.459503,2.261207,0.06203951
