z,p,k,epsilon
0,0.8953261,0.8117192,6.321423
0.7040816,0.8600273,0.8467427,0.300807
1.408163,0.7583425,1.020798,0.2549053
2.112245,0.7140871,1.138841,0.2424552
2.816327,0.6896404,1.258213,0.2429053
3.520408,0.3602761,1.319875,0.2319863
4.22449,-0.1903321,1.259183,0.1886666
4.928571,-0.632874,1.124267,0.1358353
5.632653,-0.9708177,0.9783387,0.09293908
6.336735,-1.051489,0.8537633,0.06438975
7.040816,-1.085549,0.7530512,0.0460044
7.744898,-1.069615,0.6742611,0.03416455
8.44898,-1.025871,0.6139929,0.02640958
9.153061,-0.9678575,0.5686277,0.02121336
9.857143,-0.9054329,0.5349543,0.01764734
10.56122,-0.8413794,0.5097642,0.01510317
11.26531,-0.7791311,0.4907702,0.01322678
11.96939,-0.7193667,0.4761194,0.011787
12.67347,-0.6638407,0.4646853,0.01065423
13.37755,-0.6125571,0.4555502,0.00973518
14.08163,-0.5666785,0.4482371,0.008987074
14.78571,-0.529144,0.4428166,0.00842561
15.4898,-0.4850348,0.4369199,0.007806291
16.19388,-0.449898,0.4324735,0.007332915
16.89796,-0.417224,0.428594,0.006921184
17.60204,-0.3876819,0.4251729,0.006560194
18.30612,-0.3608727,0.4220496,0.00623362
19.0102,-0.3365771,0.4192116,0.00594066
19.71429,-0.3142946,0.4165648,0.005672479
20.41837,-0.2933083,0.4140943,0.005430957
21.12245,-0.274025,0.4117749,0.005211727
21.82653,-0.2582534,0.4097902,0.005028231
22.53061,-0.2392821,0.4074339,0.004820092
23.23469,-0.2243962,0.4054165,0.004647543
23.93878,-0.209001,0.4034265,0.004484276
24.64286,-0.1962753,0.4015657,0.004337464
25.34694,-0.1843398,0.3997453,0.004198062
26.05102,-0.1722801,0.3979633,0.004068393
26.7551,-0.1618997,0.3962904,0.00395104
27.45918,-0.1519406,0.3946512,0.003838522
28.16327,-0.1418852,0.3930685,0.003735155
28.86735,-0.1330231,0.3915946,0.003641792
29.57143,-0.1245037,0.39016,0.003552493
30.27551,-0.1159806,0.3887967,0.00347102
30.97959,-0.1080812,0.3875491,0.003398206
31.68367,-0.1003826,0.3863605,0.003329932
32.38776,-0.0925237,0.3852451,0.003267532
33.09184,-0.08483932,0.3842508,0.003212918
33.79592,-0.07748904,0.3833559,0.003164425
34.5,-0.07014215,0.3825155,0.003119374
