z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.05278902,-0.7010644,-0.2689605
1.408163,0.3749848,-0.3618472,-0.5509164
2.112245,1.015211,0.1513114,-0.8209887
2.816327,1.722149,0.6468723,-0.9594196
3.520408,2.231742,0.9102361,-0.9830855
4.22449,2.700837,1.06355,-0.990179
4.928571,3.172588,1.207614,-0.9833618
5.632653,3.607528,1.361981,-0.9430022
6.336735,3.954837,1.509693,-0.8705075
7.040816,4.208919,1.634595,-0.7764121
7.744898,4.390547,1.733857,-0.6769251
8.44898,4.52255,1.811565,-0.5825174
9.153061,4.622179,1.872399,-0.4975392
9.857143,4.700462,1.920577,-0.4232389
10.56122,4.764685,1.959176,-0.359746
11.26531,4.819075,1.990627,-0.3059304
11.96939,4.866255,2.016899,-0.260137
12.67347,4.908182,2.039188,-0.2211692
13.37755,4.94633,2.058477,-0.1878043
14.08163,4.981032,2.075103,-0.1595515
14.78571,5.012035,2.089388,-0.1362756
15.4898,5.043668,2.103223,-0.1144606
16.19388,5.072049,2.115832,-0.09697821
16.89796,5.098996,2.126934,-0.08180501
17.60204,5.124485,2.137652,-0.0686717
18.30612,5.148952,2.147308,-0.05716224
19.0102,5.171929,2.156273,-0.04748262
19.71429,5.193829,2.165026,-0.03899883
20.41837,5.214799,2.173125,-0.03151732
21.12245,5.234802,2.180921,-0.02485162
21.82653,5.250532,2.186956,-0.01998708
22.53061,5.269483,2.194407,-0.01465242
23.23469,5.288744,2.201805,-0.009470631
23.93878,5.305575,2.208189,-0.004874385
24.64286,5.320845,2.21403,-0.001333578
25.34694,5.335599,2.219652,0.001878683
26.05102,5.349734,2.225129,0.004990219
26.7551,5.362573,2.230023,0.007770075
27.45918,5.375059,2.234804,0.01023431
28.16327,5.386913,2.239406,0.01264473
28.86735,5.397513,2.243482,0.01492328
29.57143,5.407822,2.24746,0.01691675
30.27551,5.417566,2.251268,0.01895807
30.97959,5.426263,2.254717,0.02069928
31.68367,5.434632,2.258031,0.022106
32.38776,5.442653,2.261241,0.02339353
33.09184,5.449857,2.26423,0.02437246
33.79592,5.456516,2.266961,0.02516299
34.5,5.462909,2.269574,0.02580877
