z,p,k,epsilon
1.81702e-18,-2.343829,0.04911388,0.09408274
0.7040816,-2.324318,0.1280771,0.024227
1.408163,-2.320165,0.1775669,0.02638598
2.112245,-2.321667,0.2210118,0.03066288
2.816327,-2.321864,0.2567574,0.03712821
3.520408,-2.321477,0.2844741,0.05417302
4.22449,-2.298001,0.4264055,0.3533385
4.928571,-2.036112,0.4580224,0.4466596
5.632653,-1.898381,0.526296,0.08051284
6.336735,-1.753907,0.5676132,0.05736664
7.040816,-1.625152,0.5731989,0.04392223
7.744898,-1.506887,0.5642274,0.0345728
8.44898,-1.400861,0.5488124,0.02779892
9.153061,-1.30412,0.5314656,0.02280442
9.857143,-1.21515,0.5143326,0.01907638
10.56122,-1.132786,0.4985087,0.01627066
11.26531,-1.056432,0.4844575,0.0141332
11.96939,-0.9854237,0.4722367,0.01247066
12.67347,-0.9193943,0.4617329,0.01115631
13.37755,-0.8574211,0.4527134,0.0100944
14.08163,-0.8007508,0.4451533,0.00923961
14.78571,-0.7542691,0.4394341,0.008608889
15.4898,-0.6972918,0.433073,0.00792019
16.19388,-0.6506741,0.4282354,0.00740246
16.89796,-0.6079256,0.4240744,0.006960435
17.60204,-0.5681845,0.420442,0.006577992
18.30612,-0.530224,0.4171542,0.006235171
19.0102,-0.4963286,0.4141823,0.005930183
19.71429,-0.4640717,0.4114426,0.005653183
20.41837,-0.4343873,0.4089363,0.005406179
21.12245,-0.4074155,0.4066033,0.005183022
21.82653,-0.385477,0.4046904,0.005004028
22.53061,-0.3555252,0.4022873,0.004786115
23.23469,-0.3324988,0.4002662,0.004610896
23.93878,-0.3102303,0.3983349,0.004449667
24.64286,-0.2914774,0.3964966,0.004301053
25.34694,-0.272921,0.3947151,0.004161838
26.05102,-0.2554127,0.3930049,0.004034977
26.7551,-0.2402803,0.3913731,0.003916967
27.45918,-0.2252263,0.3897913,0.003805442
28.16327,-0.2110804,0.3882883,0.003705023
28.86735,-0.1988702,0.3868626,0.003611505
29.57143,-0.1870042,0.3854952,0.003523565
30.27551,-0.1759658,0.3842152,0.003444975
30.97959,-0.1669574,0.3830133,0.003372117
31.68367,-0.1589065,0.3818933,0.003305263
32.38776,-0.1510766,0.3808612,0.003245591
33.09184,-0.1448617,0.3799028,0.003190804
33.79592,-0.1401545,0.3790694,0.003143569
34.5,-0.134717,0.3783086,0.003101074
