z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.03898749,-0.1626779,0.05469835
1.408163,0.7460648,0.08228697,0.0462563
2.112245,1.289691,0.3137984,0.1192935
2.816327,1.656249,0.4829733,0.3057486
3.520408,2.001958,0.6002007,0.5826692
4.22449,2.423688,0.6978491,0.8709349
4.928571,2.944141,0.8345922,1.054882
5.632653,3.430072,1.032437,1.064835
6.336735,3.784621,1.238652,0.9780756
7.040816,4.035997,1.416876,0.8555264
7.744898,4.21465,1.558028,0.740456
8.44898,4.348883,1.665827,0.638389
9.153061,4.455142,1.748132,0.5516885
9.857143,4.542583,1.812008,0.4792483
10.56122,4.617122,1.862564,0.4193105
11.26531,4.682233,1.903634,0.3696639
11.96939,4.740455,1.937976,0.3281451
12.67347,4.793069,1.967286,0.2931157
13.37755,4.841463,1.992926,0.263151
14.08163,4.885283,2.015196,0.2378953
14.78571,4.921314,2.03288,0.2185803
15.4898,4.96475,2.053637,0.1966957
16.19388,5.000689,2.070285,0.1803506
16.89796,5.034468,2.085573,0.1660271
17.60204,5.066056,2.099639,0.1534271
18.30612,5.096038,2.112809,0.1422533
19.0102,5.124286,2.125026,0.1325006
19.71429,5.151217,2.136576,0.1238051
20.41837,5.176601,2.147347,0.1160732
21.12245,5.200472,2.157398,0.1091809
21.82653,5.220137,2.165632,0.1039038
22.53061,5.244521,2.175885,0.0977116
23.23469,5.265065,2.184302,0.09285159
23.93878,5.28492,2.192548,0.08817353
24.64286,5.303045,2.200038,0.08464006
25.34694,5.320507,2.207131,0.08120816
26.05102,5.336668,2.21378,0.0781239
26.7551,5.351802,2.219961,0.07564441
27.45918,5.36636,2.225832,0.07324484
28.16327,5.379559,2.231217,0.07116563
28.86735,5.391882,2.236206,0.06950599
29.57143,5.40362,2.240903,0.06791174
30.27551,5.414091,2.245133,0.0665402
30.97959,5.423776,2.249022,0.06551295
31.68367,5.432744,2.252577,0.06456871
32.38776,5.440669,2.255738,0.06375904
33.09184,5.447882,2.258608,0.06324748
33.79592,5.454127,2.261047,0.06278323
34.5,5.459672,2.263213,0.06235748
