z,p,k,epsilon
0,-2.024437,0.5320761,3.354627
0.7040816,-2.071163,0.2611187,0.141975
1.408163,-2.0789,0.376922,0.2600155
2.112245,-2.026461,0.4274669,0.2666382
2.816327,-2.004852,0.4167105,0.3233138
3.520408,-2.027624,0.4194096,0.5573907
4.22449,-1.831391,0.5430269,0.1150645
4.928571,-1.669663,0.563265,0.06700527
5.632653,-1.537353,0.5590577,0.04853394
6.336735,-1.416921,0.5481629,0.03779132
7.040816,-1.317983,0.5352333,0.03055663
7.744898,-1.231723,0.5219956,0.02535644
8.44898,-1.154681,0.5091473,0.02146644
9.153061,-1.084443,0.4970162,0.01847605
9.857143,-1.019305,0.4858023,0.01613125
10.56122,-0.9585081,0.4756044,0.01426653
11.26531,-0.9013377,0.466453,0.01276247
11.96939,-0.8474222,0.4583062,0.01152969
12.67347,-0.7964516,0.451112,0.01050821
13.37755,-0.7478497,0.4447413,0.009647189
14.08163,-0.7027385,0.439224,0.008928345
14.78571,-0.6651612,0.4348939,0.008380562
15.4898,-0.6184992,0.4299482,0.007768692
16.19388,-0.5803088,0.4260329,0.007296559
16.89796,-0.5443955,0.4225396,0.006885244
17.60204,-0.5105378,0.4194029,0.006523979
18.30612,-0.4788763,0.4164847,0.006196543
19.0102,-0.4491717,0.4137998,0.005902833
19.71429,-0.4215219,0.4112689,0.005634
20.41837,-0.3954424,0.4089042,0.005392345
21.12245,-0.3707689,0.4066787,0.00517324
21.82653,-0.3504936,0.4047595,0.004989849
22.53061,-0.3264833,0.4025301,0.004786287
23.23469,-0.3067189,0.4005768,0.00461442
23.93878,-0.2858802,0.3986158,0.004448127
24.64286,-0.2686171,0.3968046,0.004301993
25.34694,-0.2521455,0.3950409,0.00416357
26.05102,-0.2359203,0.3933277,0.004035266
26.7551,-0.2218029,0.3917106,0.003919071
27.45918,-0.2081156,0.3901304,0.003807834
28.16327,-0.1947169,0.388615,0.003705977
28.86735,-0.1830926,0.387201,0.003613979
29.57143,-0.171869,0.3858276,0.003526091
30.27551,-0.1611103,0.38453,0.003446086
30.97959,-0.1519511,0.3833423,0.003374613
31.68367,-0.1431266,0.3822137,0.003307689
32.38776,-0.1347027,0.3811595,0.003246624
33.09184,-0.1274747,0.3802204,0.003193203
33.79592,-0.1203556,0.3793787,0.003145867
34.5,-0.113424,0.3785909,0.003101938
