z,p,k,epsilon
1.817799e-18,-1.559493,0.499736,3.053123
0.7040816,-1.908059,1.094517,0.3592656
1.408163,-1.990577,1.183184,0.3851074
2.112245,-1.888433,1.015604,0.3587271
2.816327,-1.797168,0.8763991,0.2681249
3.520408,-1.745525,0.8916112,0.2357627
4.22449,-1.695108,0.9271534,0.2291035
4.928571,-1.646577,0.9367186,0.2149648
5.632653,-1.584489,0.9220605,0.1900951
6.336735,-1.516368,0.8910754,0.1594521
7.040816,-1.446867,0.8482426,0.1277292
7.744898,-1.377915,0.7968178,0.09830443
8.44898,-1.309824,0.7415532,0.07350865
9.153061,-1.242241,0.6873852,0.05417379
9.857143,-1.175209,0.6378995,0.03998421
10.56122,-1.10908,0.5948875,0.02997258
11.26531,-1.044565,0.5586259,0.02302198
11.96939,-0.9826545,0.5286303,0.01821285
12.67347,-0.9237427,0.5040544,0.01485132
13.37755,-0.8677213,0.4839497,0.01245936
14.08163,-0.8156111,0.467814,0.0107479
14.78571,-0.7704776,0.4555596,0.00956175
15.4898,-0.7198435,0.444277,0.008544612
16.19388,-0.6748823,0.4355245,0.007787327
16.89796,-0.6340674,0.428517,0.007193671
17.60204,-0.5946235,0.4226659,0.006703674
18.30612,-0.5577686,0.4177955,0.006294162
19.0102,-0.5238126,0.413823,0.005955989
19.71429,-0.4911773,0.4103862,0.005659917
20.41837,-0.4610059,0.4073696,0.005397209
21.12245,-0.432523,0.4046727,0.005161224
21.82653,-0.408464,0.4024783,0.004969263
22.53061,-0.3844182,0.4003861,0.004789765
23.23469,-0.3601442,0.3982454,0.00460769
23.93878,-0.3353994,0.3960706,0.004422704
24.64286,-0.3165432,0.394323,0.00428372
25.34694,-0.2974199,0.3925737,0.004145644
26.05102,-0.2790678,0.3908676,0.004012634
26.7551,-0.2643133,0.3893553,0.00390287
27.45918,-0.2492679,0.3878341,0.003792821
28.16327,-0.2348827,0.38636,0.003687953
28.86735,-0.2224942,0.385064,0.003601537
29.57143,-0.2101567,0.3837606,0.003514929
30.27551,-0.1983895,0.3824929,0.003431644
30.97959,-0.1939732,0.381449,0.003365995
31.68367,-0.1898882,0.3803942,0.003300197
32.38776,-0.1865185,0.3793573,0.00323561
33.09184,-0.1981739,0.3786569,0.003187974
33.79592,-0.2107729,0.3779513,0.00314157
34.5,-0.2233719,0.3772457,0.003095165
