z,p,k,epsilon
0,-3.827837,0.4148131,2.309059
0.7040816,-3.913703,0.6907115,0.1838597
1.408163,-3.971976,0.8653451,0.21408
2.112245,-3.964783,0.9740859,0.281359
2.816327,-3.886189,1.060797,0.3558885
3.520408,-3.832968,1.195294,0.4129019
4.22449,-3.775402,1.387818,0.5179923
4.928571,-3.619744,1.469361,0.5639503
5.632653,-3.396789,1.366602,0.4757592
6.336735,-3.133599,1.179164,0.3264199
7.040816,-2.864496,1.010121,0.2044951
7.744898,-2.607976,0.8820865,0.1280447
8.44898,-2.370854,0.782214,0.08216479
9.153061,-2.154123,0.7015513,0.05424822
9.857143,-1.957021,0.6365321,0.03712275
10.56122,-1.779005,0.5852964,0.0266555
11.26531,-1.619418,0.5453906,0.02011605
11.96939,-1.476716,0.5145254,0.01592928
12.67347,-1.348914,0.4906443,0.01315143
13.37755,-1.233513,0.4720966,0.01123758
14.08163,-1.131182,0.4579147,0.009889888
14.78571,-1.040331,0.4469222,0.008896868
15.4898,-0.9546019,0.438435,0.008144508
16.19388,-0.8773829,0.4315351,0.00753003
16.89796,-0.8082501,0.4260108,0.007029448
17.60204,-0.7451418,0.4214317,0.006606062
18.30612,-0.6873641,0.4175681,0.006240271
19.0102,-0.6363958,0.4143649,0.005931207
19.71429,-0.589321,0.4115027,0.005653723
20.41837,-0.5463106,0.4089142,0.005403154
21.12245,-0.5070019,0.4065661,0.005177849
21.82653,-0.4770827,0.4047257,0.005004509
22.53061,-0.4429985,0.4025627,0.004809257
23.23469,-0.4089895,0.400386,0.004615585
23.93878,-0.3796012,0.3984447,0.004445302
24.64286,-0.3564178,0.396706,0.004305706
25.34694,-0.3331887,0.3949722,0.004167372
26.05102,-0.3108471,0.3932659,0.004033753
26.7551,-0.2934657,0.3917273,0.003922946
27.45918,-0.2758642,0.3901797,0.00381193
28.16327,-0.2591295,0.3886698,0.003705928
28.86735,-0.2464085,0.387332,0.003618409
29.57143,-0.2334339,0.3859848,0.00353069
30.27551,-0.2210841,0.3846681,0.003446217
30.97959,-0.214772,0.3835655,0.003379557
31.68367,-0.2075451,0.3824558,0.003312753
32.38776,-0.2001634,0.3813586,0.003247107
33.09184,-0.1978838,0.3805127,0.003198584
33.79592,-0.1944915,0.379686,0.003151364
34.5,-0.1893863,0.3788544,0.003104049
