z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.2316313,2.041022,0.02213223
1.408163,0.4747125,2.052176,0.006577809
2.112245,0.9978942,2.083792,0.06470564
2.816327,1.362844,2.150217,0.241592
3.520408,1.697715,2.240517,0.53746
4.22449,2.121139,2.333813,0.8837184
4.928571,2.696734,2.370261,1.147366
5.632653,3.287061,2.314296,1.207898
6.336735,3.746578,2.220932,1.122235
7.040816,4.072385,2.139586,0.9702075
7.744898,4.291716,2.085313,0.8177089
8.44898,4.441101,2.056028,0.6826861
9.153061,4.547861,2.043579,0.5711961
9.857143,4.628714,2.041261,0.481744
10.56122,4.694206,2.044751,0.4109359
11.26531,4.750071,2.051411,0.3547461
11.96939,4.799844,2.059757,0.3094703
12.67347,4.844947,2.069009,0.2725354
13.37755,4.886736,2.078795,0.241867
14.08163,4.924923,2.088563,0.2166522
14.78571,4.956704,2.097174,0.1977111
15.4898,4.995218,2.108173,0.1767316
16.19388,5.027581,2.117787,0.1612359
16.89796,5.058264,2.127186,0.1478733
17.60204,5.087076,2.136275,0.1363149
18.30612,5.114693,2.145081,0.1260125
19.0102,5.140817,2.153715,0.1173377
19.71429,5.165924,2.162051,0.1095175
20.41837,5.189697,2.170053,0.1025713
21.12245,5.212104,2.177723,0.09656774
21.82653,5.230713,2.184115,0.09187074
22.53061,5.253708,2.192107,0.08651161
23.23469,5.273369,2.19902,0.08215879
23.93878,5.292131,2.205567,0.07815351
24.64286,5.309471,2.211784,0.07521211
25.34694,5.326289,2.217776,0.07218795
26.05102,5.341676,2.223219,0.06961339
26.7551,5.35623,2.228474,0.06757379
27.45918,5.370296,2.23353,0.06548791
28.16327,5.382908,2.238027,0.06378303
28.86735,5.394783,2.242328,0.06243465
29.57143,5.406139,2.246421,0.06106318
30.27551,5.416158,2.249994,0.0599467
30.97959,5.425481,2.253361,0.05913316
31.68367,5.43415,2.256472,0.05832998
32.38776,5.441731,2.259154,0.0576631
33.09184,5.448637,2.261624,0.05727903
33.79592,5.454645,2.263747,0.05688981
34.5,5.459932,2.265591,0.0565364
