z,p,k,epsilon
0,-0.2923295,0.7460677,5.569167
0.7040816,-0.2346721,0.7505146,0.2925433
1.408163,-0.3127112,0.9036325,0.2359618
2.112245,-0.4160329,0.9363783,0.1944241
2.816327,-0.5838949,0.9267135,0.1557068
3.520408,-0.7517034,0.8807359,0.1194584
4.22449,-0.8900469,0.8207412,0.0896904
4.928571,-0.9997314,0.7595531,0.06729072
5.632653,-1.059892,0.7031107,0.05122698
6.336735,-1.079374,0.6536324,0.03986488
7.040816,-1.069895,0.6115425,0.03177471
7.744898,-1.040195,0.5762249,0.02590524
8.44898,-0.9973444,0.5470284,0.02158671
9.153061,-0.9466401,0.5231592,0.01835884
9.857143,-0.8918273,0.5038193,0.01590888
10.56122,-0.8355319,0.4881578,0.01401277
11.26531,-0.7800884,0.4754373,0.01251581
11.96939,-0.7269148,0.4650836,0.01131451
12.67347,-0.6763834,0.4565531,0.01033053
13.37755,-0.6285146,0.4494144,0.009507424
14.08163,-0.5843765,0.4434586,0.008819537
14.78571,-0.5466751,0.4387027,0.008269328
15.4898,-0.5059483,0.4340063,0.007726154
16.19388,-0.4699664,0.4300273,0.00726997
16.89796,-0.4372219,0.4265886,0.006873971
17.60204,-0.407338,0.4234066,0.006517027
18.30612,-0.3794038,0.4205155,0.006195644
19.0102,-0.3546292,0.417896,0.00591183
19.71429,-0.3313805,0.4154027,0.0056514
20.41837,-0.3094729,0.4130695,0.005412991
21.12245,-0.2885607,0.4108335,0.005192864
21.82653,-0.2713436,0.4088925,0.005009415
22.53061,-0.2551478,0.4069128,0.004833993
23.23469,-0.2383593,0.4048628,0.004655276
23.93878,-0.2208479,0.4027698,0.004473386
24.64286,-0.2075619,0.4009938,0.004334039
25.34694,-0.1949214,0.3992007,0.004195332
26.05102,-0.1823159,0.397439,0.004061355
26.7551,-0.1715544,0.3958347,0.003949665
27.45918,-0.1610967,0.3942153,0.003837611
28.16327,-0.1506951,0.3926393,0.003730646
28.86735,-0.1416077,0.3912305,0.003641926
29.57143,-0.1327314,0.3898108,0.003552958
30.27551,-0.1238605,0.3884276,0.003467348
30.97959,-0.1157408,0.3872595,0.003399507
31.68367,-0.1077852,0.3860822,0.003331469
32.38776,-0.09981686,0.3849213,0.00326466
33.09184,-0.09184146,0.3840217,0.003215169
33.79592,-0.08420076,0.3831351,0.00316684
34.5,-0.07656006,0.3822486,0.003118512
