z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.2278544,-0.2941114,0.181357
1.408163,0.2272951,-0.1913737,0.3258588
2.112245,0.1840535,-0.008301528,0.3256421
2.816327,0.09275215,0.116272,0.242762
3.520408,0.02301137,0.1760529,0.1586203
4.22449,0.2013523,0.2775366,0.01630755
4.928571,2.357381,0.8356609,-0.467962
5.632653,3.043977,1.500996,-0.680587
6.336735,3.310672,2.121253,-0.6987912
7.040816,3.779021,2.368599,-0.5477936
7.744898,4.070383,2.384488,-0.4443801
8.44898,4.275212,2.341991,-0.3723587
9.153061,4.430648,2.293257,-0.3170604
9.857143,4.550855,2.252913,-0.2718621
10.56122,4.645634,2.223173,-0.2340251
11.26531,4.722498,2.202376,-0.2016115
11.96939,4.786967,2.18813,-0.1736429
12.67347,4.842429,2.178693,-0.1493064
13.37755,4.891518,2.172799,-0.1279516
14.08163,4.934722,2.16959,-0.1096318
14.78571,4.969439,2.168443,-0.0954758
15.4898,5.010539,2.168535,-0.07926891
16.19388,5.044062,2.170182,-0.06713017
16.89796,5.075052,2.172699,-0.05650498
17.60204,5.103724,2.175934,-0.04716212
18.30612,5.130883,2.179699,-0.03884937
19.0102,5.156168,2.184041,-0.03176133
19.71429,5.180283,2.188675,-0.02537936
20.41837,5.202884,2.193449,-0.01971694
21.12245,5.224066,2.198341,-0.01466289
21.82653,5.241572,2.202669,-0.01074708
22.53061,5.263405,2.208531,-0.005939095
23.23469,5.281661,2.213395,-0.002379479
23.93878,5.298674,2.218143,0.001067112
24.64286,5.314855,2.223036,0.003871227
25.34694,5.330289,2.227578,0.006553961
26.05102,5.344452,2.231979,0.009151377
26.7551,5.357989,2.236333,0.01140841
27.45918,5.370909,2.24042,0.01356836
28.16327,5.382619,2.244273,0.01563181
28.86735,5.393786,2.248039,0.01747685
29.57143,5.404379,2.251567,0.01929781
30.27551,5.413877,2.254818,0.02107203
30.97959,5.422963,2.258042,0.02258009
31.68367,5.431475,2.26108,0.02396758
32.38776,5.439146,2.263897,0.02509598
33.09184,5.446562,2.266726,0.02589233
33.79592,5.453302,2.269262,0.02672786
34.5,5.459432,2.271522,0.02745889
