z,p,k,epsilon
1.816559e-18,-0.05512589,0.5550024,3.573833
0.7040816,-0.0293034,0.7813539,0.3703179
1.408163,-0.03982723,0.8527207,0.2542762
2.112245,-0.03341686,0.8229342,0.1781197
2.816327,-0.04135664,0.7679428,0.1274565
3.520408,-0.07181639,0.705588,0.08988343
4.22449,-0.1095317,0.6522235,0.06411236
4.928571,-0.1530143,0.6133822,0.04808261
5.632653,-0.1513416,0.582801,0.03755547
6.336735,-0.1662349,0.5585288,0.03049957
7.040816,-0.1812216,0.5383448,0.02545529
7.744898,-0.1963639,0.5212835,0.02169946
8.44898,-0.2107398,0.5067137,0.01881431
9.153061,-0.2233335,0.4941976,0.0165444
9.857143,-0.2332907,0.4834029,0.01472388
10.56122,-0.2405492,0.4741024,0.01324568
11.26531,-0.2447586,0.466021,0.0120246
11.96939,-0.2465398,0.4589794,0.01100212
12.67347,-0.246056,0.4528165,0.01013602
13.37755,-0.243578,0.4473582,0.009390164
14.08163,-0.2395084,0.442592,0.008754452
14.78571,-0.2338435,0.4383261,0.008199276
15.4898,-0.2286255,0.4345194,0.007716507
16.19388,-0.2213776,0.4309619,0.007275619
16.89796,-0.2136274,0.4277397,0.006886832
17.60204,-0.2060821,0.4247521,0.006536327
18.30612,-0.1980739,0.4219402,0.006216493
19.0102,-0.1900543,0.4193533,0.005934625
19.71429,-0.1821733,0.4168853,0.005674865
20.41837,-0.174016,0.4145305,0.005435671
21.12245,-0.1661041,0.4122799,0.005215013
21.82653,-0.1582797,0.4101155,0.005013034
22.53061,-0.1508719,0.4081038,0.004836918
23.23469,-0.1434374,0.4060952,0.004664714
23.93878,-0.1356545,0.4040627,0.00449102
24.64286,-0.1286295,0.4022292,0.00435108
25.34694,-0.1217962,0.4003966,0.004211427
26.05102,-0.1149118,0.3985938,0.004076361
26.7551,-0.1086102,0.3969354,0.003963417
27.45918,-0.1023086,0.395277,0.003850472
28.16327,-0.09598591,0.3936615,0.003742536
28.86735,-0.0901587,0.3922055,0.003652817
29.57143,-0.0843315,0.3907495,0.003563098
30.27551,-0.07845055,0.3893315,0.003476706
30.97959,-0.07282535,0.3881224,0.00340806
31.68367,-0.06720014,0.3869133,0.003339414
32.38776,-0.06157419,0.3857101,0.003271216
33.09184,-0.05615366,0.3847887,0.003221873
33.79592,-0.05084759,0.3838757,0.003173075
34.5,-0.04554151,0.3829626,0.003124277
