z,p,k,epsilon
0,-2.572615,0.01748636,0.01998911
0.7040816,-2.568243,0.0698047,0.007381983
1.408163,-2.568049,0.1046041,0.01038342
2.112245,-2.557608,0.1416896,0.01410321
2.816327,-2.540717,0.1832487,0.01872036
3.520408,-2.522164,0.2222421,0.02399201
4.22449,-2.507217,0.2522439,0.03014279
4.928571,-2.495958,0.2697822,0.03887253
5.632653,-2.495291,0.2697186,0.05550398
6.336735,-2.487154,0.3471625,0.288904
7.040816,-2.160613,0.754606,0.5147329
7.744898,-1.935694,0.778892,0.1312188
8.44898,-1.77039,0.7385922,0.07683082
9.153061,-1.618595,0.6751936,0.04990398
9.857143,-1.483871,0.6189432,0.03454774
10.56122,-1.363646,0.5742508,0.02539852
11.26531,-1.255972,0.5394558,0.01967487
11.96939,-1.159054,0.5121786,0.01589593
12.67347,-1.071584,0.4906788,0.01330331
13.37755,-0.9916022,0.4735238,0.01145138
14.08163,-0.9200747,0.4600409,0.01010715
14.78571,-0.861331,0.4502775,0.009186172
15.4898,-0.7927177,0.4402407,0.008272782
16.19388,-0.7369286,0.4331036,0.007633394
16.89796,-0.6858977,0.4272089,0.00710844
17.60204,-0.63872,0.4223389,0.006670414
18.30612,-0.5943514,0.4181878,0.006293418
19.0102,-0.5544597,0.4145979,0.005965643
19.71429,-0.5172149,0.4114479,0.005675947
20.41837,-0.4829982,0.40863,0.005417809
21.12245,-0.451847,0.4061028,0.005188069
21.82653,-0.4276472,0.4041235,0.0050099
22.53061,-0.3939508,0.401617,0.004788212
23.23469,-0.3677819,0.3994964,0.004607215
23.93878,-0.3428377,0.3975454,0.00444527
24.64286,-0.3217684,0.3956864,0.004295748
25.34694,-0.3014411,0.3939023,0.004156226
26.05102,-0.2821859,0.392209,0.004029575
26.7551,-0.2658539,0.3905847,0.003911362
27.45918,-0.249805,0.3890192,0.003800009
28.16327,-0.2346655,0.3875422,0.003700094
28.86735,-0.2220083,0.386132,0.003606618
29.57143,-0.2098613,0.3847853,0.003518978
30.27551,-0.1987484,0.3835327,0.003440933
30.97959,-0.1910792,0.382346,0.003368153
31.68367,-0.1855918,0.3812468,0.003301605
32.38776,-0.1812353,0.3802402,0.003242436
33.09184,-0.1808565,0.3792931,0.003187681
33.79592,-0.1846466,0.3784858,0.003140733
34.5,-0.1863834,0.3777525,0.003098692
