z,U_0,U_1,U_2
0,0,0,0
0.7040816,1.102918,2.713019,0.1958265
1.408163,1.696468,2.648709,0.3236631
2.112245,2.237454,2.553487,0.4382327
2.816327,2.710503,2.479077,0.5600074
3.520408,3.120484,2.400781,0.6433328
4.22449,3.463261,2.323267,0.6717826
4.928571,3.740475,2.25432,0.6591878
5.632653,3.960929,2.198025,0.6214497
6.336735,4.137255,2.154207,0.5710075
7.040816,4.280018,2.121739,0.5161745
7.744898,4.397127,2.099102,0.4618113
8.44898,4.494542,2.084588,0.4106796
9.153061,4.576818,2.076531,0.364194
9.857143,4.647364,2.073429,0.3228981
10.56122,4.708793,2.074056,0.2868278
11.26531,4.763241,2.077365,0.2556093
11.96939,4.812249,2.082494,0.2286315
12.67347,4.856871,2.088894,0.2053778
13.37755,4.898155,2.096195,0.185228
14.08163,4.935967,2.103929,0.1680498
14.78571,4.968975,2.111392,0.1541138
15.4898,5.004428,2.120083,0.1403793
16.19388,5.036387,2.128488,0.1289037
16.89796,5.066166,2.136729,0.1193554
17.60204,5.094565,2.144877,0.1105855
18.30612,5.1217,2.152911,0.1029743
19.0102,5.147155,2.160708,0.09646019
19.71429,5.171513,2.168342,0.0905226
20.41837,5.194706,2.175748,0.08539199
21.12245,5.216895,2.18294,0.08069974
21.82653,5.236158,2.189304,0.07691324
22.53061,5.255301,2.195744,0.07351627
23.23469,5.275114,2.202374,0.07015544
23.93878,5.295281,2.209084,0.06685731
24.64286,5.311642,2.214729,0.06479171
25.34694,5.327998,2.220326,0.06251915
26.05102,5.343844,2.225776,0.06044453
26.7551,5.35749,2.230521,0.05904003
27.45918,5.371203,2.235272,0.05749712
28.16327,5.384305,2.239832,0.05613142
28.86735,5.395341,2.243692,0.05522987
29.57143,5.406428,2.247558,0.05423372
30.27551,5.417071,2.251279,0.05333812
30.97959,5.425495,2.254226,0.05283959
31.68367,5.43396,2.257174,0.05227362
32.38776,5.442253,2.260055,0.05172703
33.09184,5.448235,2.262149,0.05151048
33.79592,5.454087,2.264167,0.05125145
34.5,5.459939,2.266184,0.05099241
