z,p,k,epsilon
0,3.733441,0.567914,3.699407
0.7040816,3.630611,0.8510977,0.2704119
1.408163,3.567199,0.9898009,0.2330787
2.112245,3.736825,1.06946,0.2131332
2.816327,4.017814,1.183604,0.2119201
3.520408,4.297044,1.345665,0.2288009
4.22449,4.37413,1.541162,0.2602083
4.928571,3.952541,1.713384,0.2900646
5.632653,2.844043,1.742866,0.2795034
6.336735,1.30702,1.536164,0.2024714
7.040816,0.2057625,1.215142,0.116482
7.744898,-0.4151877,0.9513228,0.06616853
8.44898,-0.5784617,0.7720031,0.04054727
9.153061,-0.6158222,0.6561412,0.02732128
9.857143,-0.602213,0.5844815,0.02048417
10.56122,-0.5715969,0.5391223,0.01654283
11.26531,-0.5358658,0.5092252,0.01402481
11.96939,-0.5000452,0.4884623,0.01226647
12.67347,-0.4665469,0.473458,0.01096454
13.37755,-0.4346548,0.4620843,0.009946959
14.08163,-0.4063754,0.453352,0.009140482
14.78571,-0.3833258,0.447031,0.008540489
15.4898,-0.3542137,0.4403505,0.007895105
16.19388,-0.3314713,0.4354249,0.007406628
16.89796,-0.3107785,0.4311836,0.006982723
17.60204,-0.2917935,0.4274363,0.006608921
18.30612,-0.2732685,0.424052,0.006274172
19.0102,-0.2566915,0.4210134,0.005975214
19.71429,-0.241598,0.4182075,0.005703905
20.41837,-0.2274709,0.4156069,0.00545771
21.12245,-0.2140193,0.4131696,0.005234695
21.82653,-0.2033467,0.4112297,0.00506039
22.53061,-0.1897858,0.4087376,0.004844106
23.23469,-0.1791409,0.4065598,0.004662267
23.93878,-0.1674333,0.4044975,0.004498839
24.64286,-0.1568925,0.4025706,0.004348533
25.34694,-0.1482647,0.4006965,0.004207846
26.05102,-0.1393844,0.3988784,0.004079228
26.7551,-0.130599,0.3971518,0.003959097
27.45918,-0.1230534,0.3954722,0.003845652
28.16327,-0.1152866,0.3938667,0.003743316
28.86735,-0.1076052,0.3923452,0.003647567
29.57143,-0.1008823,0.390879,0.003557574
30.27551,-0.09406113,0.3895037,0.003477193
30.97959,-0.08710498,0.3882104,0.00340224
31.68367,-0.08078949,0.3869965,0.003333444
32.38776,-0.0742208,0.3858792,0.003272215
33.09184,-0.06749772,0.3848388,0.003215586
33.79592,-0.06132424,0.3839244,0.003166724
34.5,-0.05531414,0.3830925,0.003122972
