z,p,k,epsilon
0,-2.609958,0.3049929,1.456143
0.7040816,-2.668678,0.5325548,0.1753508
1.408163,-2.818907,0.4620209,0.1192495
2.112245,-2.874544,0.3005452,0.06316504
2.816327,-2.771684,0.2025245,0.04712916
3.520408,-2.546754,0.5274088,0.6696098
4.22449,-2.348025,0.6186011,0.2235015
4.928571,-2.219282,0.7575602,0.2092282
5.632653,-2.064181,0.8386583,0.2015256
6.336735,-1.928333,0.877682,0.1798426
7.040816,-1.78793,0.8766851,0.1482856
7.744898,-1.659776,0.8398781,0.1141334
8.44898,-1.544742,0.7815837,0.08371211
9.153061,-1.439811,0.7179099,0.0599878
9.857143,-1.342383,0.6587895,0.04301132
10.56122,-1.251246,0.6083354,0.03145312
11.26531,-1.166057,0.5670552,0.02374796
11.96939,-1.086588,0.5337987,0.01855502
12.67347,-1.012882,0.5072198,0.0150108
13.37755,-0.9442477,0.4858945,0.01253404
14.08163,-0.8817743,0.4690892,0.01078757
14.78571,-0.8304359,0.457068,0.009641854
15.4898,-0.7687358,0.4445485,0.008523025
16.19388,-0.7180625,0.4357628,0.007770454
16.89796,-0.6709578,0.4287664,0.007184723
17.60204,-0.6273619,0.423113,0.006712249
18.30612,-0.5862068,0.4183585,0.006310703
19.0102,-0.5485939,0.4143318,0.005967546
19.71429,-0.5130741,0.4108536,0.005666535
20.41837,-0.4801453,0.407876,0.005405697
21.12245,-0.4501922,0.4052377,0.005174316
21.82653,-0.4253415,0.4030617,0.004983456
22.53061,-0.3947693,0.400661,0.004775036
23.23469,-0.3705196,0.3985885,0.004599766
23.93878,-0.3455146,0.3965772,0.00443178
24.64286,-0.3246065,0.3947488,0.004285184
25.34694,-0.3049094,0.3929865,0.004146598
26.05102,-0.286062,0.3913092,0.004018757
26.7551,-0.2701074,0.3897292,0.003903248
27.45918,-0.254656,0.3881959,0.003792817
28.16327,-0.2398436,0.3867386,0.003691888
28.86735,-0.2273155,0.3853764,0.003600815
29.57143,-0.2150451,0.384062,0.003513927
30.27551,-0.2036642,0.3828246,0.003434883
30.97959,-0.1973372,0.3816887,0.003364274
31.68367,-0.1933626,0.3806211,0.003298274
32.38776,-0.1920846,0.3796272,0.00323806
33.09184,-0.1990689,0.3787436,0.003185335
33.79592,-0.2105257,0.3780013,0.003138792
34.5,-0.2219598,0.3773118,0.003095612
