z,p,k,epsilon
0,-2.193008,0.4415154,2.535766
0.7040816,-2.456283,0.9674581,0.2948371
1.408163,-2.522871,1.122272,0.3432206
2.112245,-2.427576,1.093541,0.3843374
2.816327,-2.269907,0.9931402,0.3247074
3.520408,-2.216491,1.012729,0.2976225
4.22449,-2.180481,1.070082,0.3042231
4.928571,-2.111536,1.081663,0.2936313
5.632653,-2.035924,1.042788,0.2559371
6.336735,-1.933808,0.9744512,0.2035779
7.040816,-1.826511,0.8993145,0.1529403
7.744898,-1.719964,0.8256533,0.110986
8.44898,-1.616389,0.7565143,0.07912442
9.153061,-1.515882,0.6940176,0.05617716
9.857143,-1.418474,0.6395601,0.04033381
10.56122,-1.324957,0.5936752,0.02964561
11.26531,-1.236148,0.5558897,0.02249187
11.96939,-1.152773,0.5252371,0.01769076
12.67347,-1.074897,0.5005269,0.01441034
13.37755,-1.001969,0.4805974,0.01211168
14.08163,-0.9346861,0.4647844,0.01048339
14.78571,-0.8753357,0.4526193,0.009334367
15.4898,-0.8129666,0.4420034,0.008388421
16.19388,-0.758653,0.4339684,0.007692286
16.89796,-0.7076443,0.4273689,0.007127479
17.60204,-0.6605482,0.4219642,0.006662637
18.30612,-0.6159618,0.417437,0.00626961
19.0102,-0.57546,0.4137132,0.0059406
19.71429,-0.5376862,0.4105151,0.005652862
20.41837,-0.5021934,0.4076643,0.005394969
21.12245,-0.4685709,0.4051099,0.005163061
21.82653,-0.4435193,0.4031969,0.004990493
22.53061,-0.4150942,0.4009691,0.004792587
23.23469,-0.3847494,0.3987122,0.004595611
23.93878,-0.3597623,0.3967616,0.004429165
24.64286,-0.3389384,0.3949933,0.004286556
25.34694,-0.3178794,0.3932635,0.004148599
26.05102,-0.2982667,0.3915972,0.004018633
26.7551,-0.2824881,0.3900578,0.003906106
27.45918,-0.2663208,0.3885351,0.003795797
28.16327,-0.2513558,0.3870749,0.003692781
28.86735,-0.2392117,0.3857468,0.00360421
29.57143,-0.2271039,0.3844306,0.003517224
30.27551,-0.2157461,0.3831775,0.003436081
30.97959,-0.2110658,0.3820755,0.003367765
31.68367,-0.2073599,0.3809966,0.0033016
32.38776,-0.205733,0.3799715,0.003239212
33.09184,-0.2144398,0.3791249,0.003188739
33.79592,-0.2227797,0.3783385,0.003142041
34.5,-0.2300205,0.3775688,0.003096546
