z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.8458914,-0.7468759,0.1173643
1.408163,1.564325,-0.3370301,0.1847657
2.112245,2.090202,-0.009873423,0.2830391
2.816327,2.455589,0.2281497,0.4408131
3.520408,2.821013,0.4399273,0.622273
4.22449,3.207805,0.6693633,0.7317426
4.928571,3.533316,0.8980342,0.7432709
5.632653,3.789233,1.106081,0.7028356
6.336735,3.980401,1.276828,0.6478712
7.040816,4.131838,1.416263,0.5908854
7.744898,4.256779,1.530046,0.5358377
8.44898,4.362749,1.623225,0.4844015
9.153061,4.454396,1.699955,0.4372768
9.857143,4.535003,1.763571,0.3947827
10.56122,4.606491,1.816785,0.356795
11.26531,4.670589,1.861745,0.3230498
11.96939,4.72861,1.900286,0.2931096
12.67347,4.781613,1.933682,0.266634
13.37755,4.830744,1.963134,0.2430851
14.08163,4.875463,1.988805,0.2225926
14.78571,4.912132,2.009132,0.2064492
15.4898,4.956503,2.032943,0.1878987
16.19388,4.993349,2.051956,0.1735822
16.89796,5.027671,2.069226,0.1608353
17.60204,5.059891,2.08508,0.1495412
18.30612,5.090637,2.099892,0.1392925
19.0102,5.119348,2.113446,0.1303896
19.71429,5.146816,2.126219,0.1222832
20.41837,5.172581,2.138036,0.1150286
21.12245,5.196859,2.149043,0.1085749
21.82653,5.217771,2.158418,0.1033259
22.53061,5.241537,2.168957,0.09759817
23.23469,5.262383,2.178218,0.09301773
23.93878,5.282682,2.187078,0.0884741
24.64286,5.300901,2.194949,0.08503748
25.34694,5.318592,2.202669,0.08175713
26.05102,5.335093,2.209756,0.07871783
26.7551,5.350268,2.216228,0.07630287
27.45918,5.365009,2.222567,0.07398913
28.16327,5.378513,2.228282,0.07191985
28.86735,5.390829,2.233473,0.07030302
29.57143,5.402717,2.238522,0.06876006
30.27551,5.413478,2.243027,0.06738969
30.97959,5.423111,2.247037,0.06639651
31.68367,5.432205,2.250856,0.06548669
32.38776,5.440417,2.254265,0.06467659
33.09184,5.447538,2.257187,0.06418269
33.79592,5.453888,2.259818,0.06374292
34.5,5.459721,2.262213,0.06332654
