z,U_0,U_1,U_2
0,0,0,0
0.7040816,2.690435,0.4685885,0.06767894
1.408163,3.156072,0.6297533,0.1245261
2.112245,3.454606,0.8202567,0.1773431
2.816327,3.683417,1.011566,0.2270638
3.520408,3.863521,1.191599,0.259294
4.22449,4.012664,1.345406,0.271759
4.928571,4.138871,1.471266,0.272459
5.632653,4.246425,1.574148,0.2663759
6.336735,4.339599,1.659764,0.255614
7.040816,4.421598,1.731899,0.2416973
7.744898,4.494823,1.793168,0.2258132
8.44898,4.560994,1.845401,0.2089035
9.153061,4.621387,1.890019,0.1917382
9.857143,4.676915,1.928195,0.1749282
10.56122,4.728307,1.960923,0.158927
11.26531,4.776143,1.989069,0.1440305
11.96939,4.820811,2.013442,0.1303947
12.67347,4.862692,2.034724,0.1180874
13.37755,4.902301,2.053575,0.1070422
14.08163,4.939157,2.07016,0.09738375
14.78571,4.971594,2.084042,0.0894591
15.4898,5.006686,2.098534,0.08146998
16.19388,5.038426,2.110991,0.07490779
16.89796,5.068051,2.122725,0.06932623
17.60204,5.096217,2.133193,0.06447836
18.30612,5.12311,2.143306,0.06021769
19.0102,5.148258,2.152626,0.05668753
19.71429,5.172272,2.161302,0.05363504
20.41837,5.195143,2.169821,0.05090061
21.12245,5.216907,2.177737,0.0485594
21.82653,5.235683,2.184649,0.04678757
22.53061,5.254296,2.191485,0.04531318
23.23469,5.273497,2.198557,0.04384748
23.93878,5.293123,2.205911,0.04224171
24.64286,5.30898,2.211681,0.04149446
25.34694,5.324709,2.217371,0.04077272
26.05102,5.340049,2.223237,0.03992147
26.7551,5.353195,2.228021,0.03957904
27.45918,5.366343,2.232821,0.0392273
28.16327,5.378994,2.237637,0.03878356
28.86735,5.389625,2.241511,0.03867493
29.57143,5.400258,2.245389,0.03856289
30.27551,5.410537,2.24928,0.03835479
30.97959,5.418708,2.252224,0.03836615
31.68367,5.426879,2.255167,0.0383775
32.38776,5.43491,2.258142,0.03832564
33.09184,5.44083,2.260194,0.0383368
33.79592,5.446581,2.262168,0.03834294
34.5,5.452331,2.264179,0.03834474
