z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.6757908,0.2697334,-0.0563672
1.408163,1.204758,0.2304508,-0.1730581
2.112245,1.887589,0.1747177,-0.318619
2.816327,2.705988,0.1058092,-0.4155869
3.520408,3.444953,0.05332311,-0.3903047
4.22449,3.95382,0.04465269,-0.2879694
4.928571,4.274566,0.05383978,-0.1920765
5.632653,4.496879,0.05697467,-0.1245129
6.336735,4.658315,0.05440305,-0.07904544
7.040816,4.784404,0.04896734,-0.0477396
7.744898,4.886793,0.04263341,-0.02588864
8.44898,4.972385,0.03630166,-0.01037495
9.153061,5.045633,0.03036063,0.000845389
9.857143,5.109559,0.02497758,0.009131641
10.56122,5.166127,0.02020327,0.01527802
11.26531,5.216987,0.01604541,0.01989118
11.96939,5.263248,0.01247301,0.02336897
12.67347,5.305784,0.009455924,0.02600061
13.37755,5.345487,0.00693345,0.02799198
14.08163,5.382036,0.004894951,0.02946597
14.78571,5.416429,0.003232927,0.03055337
15.4898,5.448866,0.001926235,0.03128236
16.19388,5.479918,0.0008913777,0.03179837
16.89796,5.509213,0.0001089064,0.03211918
17.60204,5.537106,-0.0004965719,0.0323324
18.30612,5.563918,-0.0009553467,0.03243352
19.0102,5.58906,-0.001268492,0.03247711
19.71429,5.613203,-0.001490177,0.03246677
20.41837,5.636303,-0.001640361,0.03242546
21.12245,5.658099,-0.001738412,0.03240386
21.82653,5.675763,-0.001781127,0.03239596
22.53061,5.695834,-0.001762816,0.03233583
23.23469,5.716376,-0.001749156,0.03233468
23.93878,5.736481,-0.001740761,0.0323331
24.64286,5.752898,-0.001754545,0.03262364
25.34694,5.769223,-0.001662733,0.03265089
26.05102,5.785109,-0.001542825,0.03263917
26.7551,5.798796,-0.001535666,0.03303875
27.45918,5.812529,-0.001432026,0.03319751
28.16327,5.825704,-0.001329811,0.0333743
28.86735,5.836789,-0.001319315,0.03384404
29.57143,5.847918,-0.001238859,0.03413825
30.27551,5.858643,-0.001156271,0.03443077
30.97959,5.867132,-0.001161277,0.03499623
31.68367,5.875653,-0.001121764,0.03545391
32.38776,5.884017,-0.001068215,0.03587303
33.09184,5.89013,-0.001090206,0.03644019
33.79592,5.896075,-0.001097727,0.03695503
34.5,5.902036,-0.00107796,0.03741054
