z,p,k,epsilon
0,-1.674513,1.272367,12.40584
0.7040816,-1.929193,1.258158,0.5919264
1.408163,-2.132598,1.439129,0.4980396
2.112245,-2.147919,1.519373,0.4689693
2.816327,-2.23159,1.440165,0.3926341
3.520408,-2.347814,1.197389,0.2476708
4.22449,-2.218072,0.984886,0.1426818
4.928571,-1.971845,0.8371501,0.087619
5.632653,-1.703687,0.7310328,0.05778711
6.336735,-1.47331,0.6548602,0.04089352
7.040816,-1.281076,0.6007129,0.03104426
7.744898,-1.121642,0.5612402,0.02476895
8.44898,-0.9896764,0.5320627,0.02053326
9.153061,-0.8788234,0.5098124,0.01749893
9.857143,-0.7840507,0.4925425,0.01524161
10.56122,-0.7038226,0.4789251,0.01350434
11.26531,-0.6354386,0.468023,0.0121311
11.96939,-0.5762412,0.4591962,0.01102381
12.67347,-0.5245732,0.4519043,0.0101102
13.37755,-0.478818,0.4457466,0.009339175
14.08163,-0.4382458,0.4405283,0.008687865
14.78571,-0.4027951,0.4362095,0.008148539
15.4898,-0.3711027,0.4320936,0.00763654
16.19388,-0.3422926,0.4285965,0.007205054
16.89796,-0.31614,0.4254029,0.006819354
17.60204,-0.2926844,0.4225229,0.006474353
18.30612,-0.2709461,0.4198062,0.006160355
19.0102,-0.2516281,0.4173178,0.00588125
19.71429,-0.2336952,0.4149824,0.005626586
20.41837,-0.2169249,0.4127388,0.005391538
21.12245,-0.2015001,0.410606,0.005175267
21.82653,-0.1898322,0.4089192,0.005011252
22.53061,-0.1754673,0.4068626,0.004821704
23.23469,-0.1618376,0.4047814,0.004637001
23.93878,-0.1493183,0.4027943,0.004464367
24.64286,-0.1379649,0.4010331,0.004322733
25.34694,-0.1276376,0.3992828,0.004185282
26.05102,-0.1186007,0.3975743,0.004055227
26.7551,-0.1091108,0.3959745,0.003941774
27.45918,-0.1005313,0.394385,0.003830523
28.16327,-0.09270353,0.3928467,0.003726262
28.86735,-0.08461119,0.3914354,0.003636177
29.57143,-0.07723344,0.3900365,0.003547758
30.27551,-0.07053287,0.3886931,0.003465028
30.97959,-0.06345258,0.3875036,0.003395123
31.68367,-0.05674066,0.3863402,0.00332746
32.38776,-0.05057593,0.3852229,0.003263505
33.09184,-0.04439441,0.3842841,0.00321158
33.79592,-0.03856348,0.3834059,0.003163508
34.5,-0.0335141,0.3825433,0.003116614
