z,p,k,epsilon
1.816559e-18,-1.577502,0.2715887,1.2234
0.7040816,-1.635845,0.8112836,0.2645678
1.408163,-1.654823,1.060127,0.3378193
2.112245,-1.647001,1.151355,0.3802564
2.816327,-1.618744,1.076797,0.3411846
3.520408,-1.577921,0.9423838,0.255996
4.22449,-1.530383,0.8388295,0.1809313
4.928571,-1.480831,0.766413,0.1284129
5.632653,-1.435554,0.7085966,0.09141012
6.336735,-1.382269,0.6611545,0.06627792
7.040816,-1.323908,0.6200728,0.04888318
7.744898,-1.261758,0.5844676,0.03685384
8.44898,-1.197314,0.5539887,0.02852345
9.153061,-1.131941,0.5282544,0.02271385
9.857143,-1.066649,0.5067576,0.01861218
10.56122,-1.00254,0.4890594,0.01568307
11.26531,-0.9401616,0.4744849,0.01353086
11.96939,-0.8801251,0.4625253,0.01191101
12.67347,-0.8226389,0.452719,0.01066394
13.37755,-0.7674963,0.4446208,0.009676041
14.08163,-0.7161075,0.4380251,0.008889344
14.78571,-0.6682635,0.4325104,0.008239043
15.4898,-0.6218086,0.4279364,0.007700283
16.19388,-0.5779712,0.4238924,0.007223497
16.89796,-0.5375504,0.4204158,0.00681398
17.60204,-0.4999043,0.417324,0.006451626
18.30612,-0.4643229,0.414525,0.006126399
19.0102,-0.4319121,0.4120378,0.005843741
19.71429,-0.4014919,0.4097111,0.005585275
20.41837,-0.3728984,0.4075221,0.005348687
21.12245,-0.3463239,0.4054486,0.005131306
21.82653,-0.3214512,0.4034704,0.004933084
22.53061,-0.2992754,0.4016397,0.004760855
23.23469,-0.2777193,0.3998138,0.004592619
23.93878,-0.2558776,0.3979663,0.004422969
24.64286,-0.2379558,0.3963019,0.004286942
25.34694,-0.2200372,0.3946386,0.004151197
26.05102,-0.2026488,0.3930006,0.004019934
26.7551,-0.1876472,0.3914962,0.003910541
27.45918,-0.1726455,0.3899919,0.003801148
28.16327,-0.1581568,0.3885248,0.00369661
28.86735,-0.1454483,0.3872073,0.003609985
29.57143,-0.1327397,0.3858897,0.003523359
30.27551,-0.1203395,0.3846048,0.003439925
30.97959,-0.1092265,0.3835159,0.003373866
31.68367,-0.09811353,0.3824269,0.003307807
32.38776,-0.08702671,0.3813421,0.003242153
33.09184,-0.07761326,0.3805173,0.003194825
33.79592,-0.06824562,0.3797012,0.003148049
34.5,-0.05887798,0.3788852,0.003101272
