z,p,k,epsilon
0,4.465094,0.4436482,2.55427
0.7040816,4.36998,0.9330471,0.2945174
1.408163,4.312352,1.096939,0.2672187
2.112245,4.523283,1.181882,0.2471466
2.816327,4.865125,1.297377,0.2445299
3.520408,5.201589,1.459449,0.260584
4.22449,5.305779,1.646713,0.28929
4.928571,4.863741,1.792162,0.3089912
5.632653,3.694135,1.781282,0.2822539
6.336735,2.031518,1.542009,0.1961949
7.040816,0.7798261,1.209456,0.111161
7.744898,0.02763825,0.9454254,0.06342738
8.44898,-0.2290702,0.7675799,0.0392958
9.153061,-0.3343192,0.6527191,0.02671673
9.857143,-0.3685579,0.5817085,0.02013796
10.56122,-0.372751,0.536801,0.01631397
11.26531,-0.3632242,0.5072106,0.0138566
11.96939,-0.3477805,0.4866556,0.01213374
12.67347,-0.3304847,0.4718044,0.01085499
13.37755,-0.3118591,0.4605582,0.009854266
14.08163,-0.2943783,0.4519382,0.009060672
14.78571,-0.2794447,0.4457128,0.00847016
15.4898,-0.2592602,0.4391458,0.007834729
16.19388,-0.2432739,0.4343145,0.00735368
16.89796,-0.2289331,0.4301722,0.006936335
17.60204,-0.2149578,0.4265099,0.006567718
18.30612,-0.2013133,0.4232114,0.006237661
19.0102,-0.1885557,0.4202576,0.005942846
19.71429,-0.1768889,0.4175359,0.005675131
20.41837,-0.1660656,0.4150062,0.005432159
21.12245,-0.1552996,0.4126362,0.005211902
21.82653,-0.1467438,0.4107484,0.005039653
22.53061,-0.1359386,0.40832,0.004825679
23.23469,-0.128032,0.4062005,0.004645874
23.93878,-0.1181888,0.4041963,0.004484431
24.64286,-0.109437,0.4023208,0.004335812
25.34694,-0.1027811,0.4004951,0.004196581
26.05102,-0.09514252,0.3987236,0.0040692
26.7551,-0.08776818,0.3970382,0.0039502
27.45918,-0.08177302,0.3953964,0.003837768
28.16327,-0.07498149,0.3938275,0.003736369
28.86735,-0.06850154,0.3923382,0.003641446
29.57143,-0.06313568,0.3909007,0.003552165
30.27551,-0.05728205,0.3895533,0.003472458
30.97959,-0.05150072,0.3882845,0.003398111
31.68367,-0.04651622,0.387091,0.003329812
32.38776,-0.04097917,0.3859936,0.003269058
33.09184,-0.03557556,0.3849707,0.003212862
33.79592,-0.03117411,0.3840688,0.003164326
34.5,-0.02697568,0.3832485,0.00312088
