z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.3386326,-0.3861323,0.001706023
1.408163,0.4344618,-0.3613108,-0.03912324
2.112245,1.017971,-0.3362716,-0.001818957
2.816327,1.408944,-0.3260288,0.1440244
3.520408,1.705462,-0.3338958,0.3913299
4.22449,2.000464,-0.3608654,0.7121109
4.928571,2.398968,-0.3963904,1.067407
5.632653,2.979274,-0.4066283,1.347465
6.336735,3.64916,-0.3417593,1.39493
7.040816,4.18731,-0.2377329,1.228208
7.744898,4.518563,-0.1579507,1.008433
8.44898,4.736175,-0.1039678,0.8090256
9.153061,4.871726,-0.0720056,0.6570125
9.857143,4.969474,-0.05233649,0.5421639
10.56122,5.046925,-0.03952233,0.4550019
11.26531,5.11233,-0.03073382,0.3878351
11.96939,5.16996,-0.02443363,0.3348452
12.67347,5.222047,-0.01978045,0.2923165
13.37755,5.270075,-0.01624194,0.2574244
14.08163,5.313855,-0.01354261,0.2290024
14.78571,5.350343,-0.01162948,0.2075823
15.4898,5.393486,-0.009655099,0.1844995
16.19388,5.42991,-0.008330342,0.1674777
16.89796,5.464301,-0.00709506,0.1528547
17.60204,5.496724,-0.006186116,0.1401388
18.30612,5.52755,-0.005399577,0.1290125
19.0102,5.556588,-0.004729829,0.1195615
19.71429,5.584395,-0.004199814,0.1111786
20.41837,5.6108,-0.003680206,0.1037665
21.12245,5.635599,-0.00326168,0.09728628
21.82653,5.655567,-0.002967364,0.0924662
22.53061,5.681075,-0.002686758,0.08666573
23.23469,5.703491,-0.002300049,0.08196135
23.93878,5.723638,-0.002108296,0.07792147
24.64286,5.742683,-0.001911294,0.07480388
25.34694,5.761115,-0.001650608,0.07175864
26.05102,5.778064,-0.001536354,0.06908859
26.7551,5.794047,-0.001387464,0.06699218
27.45918,5.809471,-0.001200076,0.06494325
28.16327,5.823357,-0.001125357,0.06323336
28.86735,5.836417,-0.001017164,0.06191326
29.57143,5.84889,-0.0008819768,0.06062983
30.27551,5.859934,-0.0008265301,0.05958405
30.97959,5.870233,-0.000751593,0.05885646
31.68367,5.879793,-0.0006542163,0.05819071
32.38776,5.888172,-0.00060756,0.05768128
33.09184,5.895898,-0.0005584825,0.057432
33.79592,5.902568,-0.0004918212,0.0572019
34.5,5.908467,-0.0004493951,0.05700138
