z,p,k,epsilon
3.634163e-18,-1.771415,0.08738349,0.2232886
0.7040816,-1.755359,0.1760285,0.03219415
1.408163,-1.74692,0.2414827,0.03343701
2.112245,-1.748145,0.2933598,0.0376612
2.816327,-1.760808,0.3372318,0.04337329
3.520408,-1.783722,0.3777197,0.05199899
4.22449,-1.801265,0.4102815,0.0645925
4.928571,-1.793427,0.4244211,0.09027622
5.632653,-1.696583,0.5395607,0.4570168
6.336735,-1.476012,0.6287415,0.3017784
7.040816,-1.408026,0.7699223,0.1993884
7.744898,-1.313902,0.7868203,0.1580383
8.44898,-1.22702,0.7378476,0.1111637
9.153061,-1.143007,0.6740796,0.07393278
9.857143,-1.064213,0.6174278,0.04912811
10.56122,-0.9907122,0.5722326,0.03381251
11.26531,-0.9226248,0.5371703,0.02447584
11.96939,-0.8596702,0.5098569,0.01862091
12.67347,-0.801555,0.4884448,0.01484159
13.37755,-0.7473829,0.4714069,0.01230804
14.08163,-0.6980729,0.4580138,0.01057266
14.78571,-0.6569733,0.4483017,0.009444768
15.4898,-0.6081841,0.4382859,0.008377576
16.19388,-0.5678958,0.4311626,0.007664156
16.89796,-0.5303847,0.4253526,0.007102161
17.60204,-0.4950636,0.4205127,0.006642274
18.30612,-0.4615887,0.4164207,0.006255419
19.0102,-0.4307542,0.4129238,0.005924379
19.71429,-0.4017527,0.4098561,0.005634267
20.41837,-0.3747846,0.4071375,0.005377976
21.12245,-0.3493155,0.4047025,0.005150674
21.82653,-0.3295107,0.4027973,0.00497476
22.53061,-0.3026366,0.4003825,0.004756107
23.23469,-0.2812003,0.3983515,0.004578034
23.93878,-0.2605331,0.3964747,0.00441864
24.64286,-0.242184,0.3946921,0.004271581
25.34694,-0.2246277,0.3929768,0.004134313
26.05102,-0.2074926,0.3913455,0.004009647
26.7551,-0.1921927,0.3897814,0.003893304
27.45918,-0.1772042,0.3882693,0.003783639
28.16327,-0.1626135,0.3868424,0.003685228
28.86735,-0.1494022,0.3854799,0.003593164
29.57143,-0.136566,0.3841748,0.003506787
30.27551,-0.1241898,0.3829622,0.003429885
30.97959,-0.1127322,0.3818141,0.003358191
31.68367,-0.1014234,0.3807464,0.003292589
32.38776,-0.0899305,0.3797696,0.003234272
33.09184,-0.0793377,0.3788537,0.00318036
33.79592,-0.06973938,0.3780595,0.003134058
34.5,-0.0605174,0.3773383,0.003092583
