z,p,k,epsilon
0,-4.101831,0.3354316,1.679717
0.7040816,-4.113466,0.9952684,0.5249606
1.408163,-4.20791,1.397319,0.7314515
2.112245,-4.202134,1.60538,0.9215216
2.816327,-4.016995,1.546701,0.9357013
3.520408,-3.619978,1.222316,0.5727227
4.22449,-3.162649,0.9943153,0.2769853
4.928571,-2.760799,0.8788141,0.156516
5.632653,-2.447647,0.7866188,0.0963774
6.336735,-2.18082,0.7098985,0.0631978
7.040816,-1.95029,0.6474424,0.04384902
7.744898,-1.748151,0.5979364,0.03217223
8.44898,-1.569601,0.5592952,0.02484939
9.153061,-1.411401,0.5292147,0.02005596
9.857143,-1.270814,0.5057517,0.01676956
10.56122,-1.146387,0.4875805,0.01444122
11.26531,-1.036134,0.4733658,0.01271577
11.96939,-0.9384038,0.4622227,0.01139645
12.67347,-0.8515251,0.4533126,0.01035
13.37755,-0.7736903,0.4460373,0.009493557
14.08163,-0.7050303,0.4401006,0.008789712
14.78571,-0.6428935,0.4351396,0.008194494
15.4898,-0.5893194,0.4309132,0.007685152
16.19388,-0.5392117,0.4271254,0.007231929
16.89796,-0.494731,0.4238056,0.006835437
17.60204,-0.4542517,0.4207918,0.006480655
18.30612,-0.4173738,0.4180309,0.006160283
19.0102,-0.3849464,0.4155352,0.005879128
19.71429,-0.3548384,0.4131638,0.005620835
20.41837,-0.3272779,0.4109229,0.005383922
21.12245,-0.3023467,0.4088118,0.005168154
21.82653,-0.2829466,0.407101,0.005000361
22.53061,-0.261111,0.405105,0.004817297
23.23469,-0.239605,0.4030489,0.004632474
23.93878,-0.2184858,0.4010232,0.004452181
24.64286,-0.2020321,0.3992941,0.004313778
25.34694,-0.186337,0.3975659,0.004176585
26.05102,-0.1714858,0.3958559,0.00404385
26.7551,-0.1580295,0.3942965,0.003933186
27.45918,-0.1452307,0.3927297,0.003822372
28.16327,-0.1330022,0.3911963,0.003716433
28.86735,-0.121757,0.389828,0.003628663
29.57143,-0.1110421,0.3884529,0.003540752
30.27551,-0.1007749,0.3871065,0.003456025
30.97959,-0.09105457,0.3859725,0.003388984
31.68367,-0.08169284,0.3848335,0.003321839
32.38776,-0.0726532,0.3837051,0.003255815
33.09184,-0.06442869,0.3828297,0.003206887
33.79592,-0.05647307,0.3819741,0.003159278
34.5,-0.04896498,0.3811123,0.003111541
