z,U_0,U_1,U_2
1.816559e-18,1.979623e-17,-6.045059e-18,-8.147298e-20
0.7040816,0.9848325,-0.1943927,-0.09293969
1.408163,1.532631,-0.1901708,-0.2074123
2.112245,2.175974,-0.1590077,-0.3237977
2.816327,2.866212,-0.1066356,-0.392403
3.520408,3.462658,-0.05929076,-0.3693169
4.22449,3.901434,-0.05187916,-0.2891548
4.928571,4.207637,-0.063578,-0.2105486
5.632653,4.434802,-0.07290873,-0.1525791
6.336735,4.604945,-0.07505448,-0.1130666
7.040816,4.739021,-0.07227113,-0.0853197
7.744898,4.848166,-0.06690436,-0.06535823
8.44898,4.939447,-0.06041104,-0.05052605
9.153061,5.017524,-0.05360898,-0.03910082
9.857143,5.085542,-0.04695842,-0.02999337
10.56122,5.145667,-0.04069609,-0.02254804
11.26531,5.19957,-0.03497952,-0.01629648
11.96939,5.248518,-0.02981907,-0.01094151
12.67347,5.293368,-0.02524144,-0.006319655
13.37755,5.335082,-0.0212107,-0.002288442
14.08163,5.373277,-0.01777541,0.001169507
14.78571,5.409067,-0.01478554,0.004233679
15.4898,5.4425,-0.01225762,0.006886991
16.19388,5.474747,-0.01010494,0.009210881
16.89796,5.504818,-0.008349613,0.01117603
17.60204,5.533401,-0.006827905,0.01298879
18.30612,5.560763,-0.005561293,0.01456691
19.0102,5.586272,-0.004551897,0.01593876
19.71429,5.610763,-0.003693599,0.01718452
20.41837,5.634112,-0.003002078,0.01825609
21.12245,5.656395,-0.002398748,0.01928842
21.82653,5.677577,-0.001908694,0.02025732
22.53061,5.697055,-0.001577651,0.02100773
23.23469,5.716055,-0.001241831,0.02182026
23.93878,5.734963,-0.0009190789,0.02260826
24.64286,5.751296,-0.0007273566,0.02331133
25.34694,5.767598,-0.0005338746,0.02402214
26.05102,5.783465,-0.0003772415,0.02467533
26.7551,5.797136,-0.0002619655,0.02537755
27.45918,5.810807,-0.0001466895,0.02607977
28.16327,5.823932,-5.662578e-05,0.02673663
28.86735,5.834993,2.290421e-05,0.02742953
29.57143,5.846054,0.0001024342,0.02812243
30.27551,5.856719,0.0001673083,0.02878556
30.97959,5.865187,0.000239214,0.02951096
31.68367,5.873655,0.0003111197,0.03023635
32.38776,5.882068,0.0003754882,0.0309446
33.09184,5.888066,0.0004520123,0.03161293
33.79592,5.893988,0.0005305091,0.03228087
34.5,5.89991,0.0006090059,0.03294881
