z,U_0,U_1,U_2
0,0,0,0
0.7040816,1.321322,-0.1861536,-0.1008654
1.408163,1.841448,-0.186008,-0.2084725
2.112245,2.417534,-0.1607664,-0.3030043
2.816327,3.005942,-0.1158683,-0.352974
3.520408,3.509575,-0.07676933,-0.3352582
4.22449,3.893534,-0.0695785,-0.2749503
4.928571,4.177973,-0.08078082,-0.2146032
5.632653,4.402109,-0.09200029,-0.1682627
6.336735,4.573499,-0.09555146,-0.1357224
7.040816,4.7095,-0.09336643,-0.1122134
7.744898,4.820783,-0.08781076,-0.09472471
8.44898,4.914039,-0.08052901,-0.0812111
9.153061,4.99414,-0.07266741,-0.0702371
9.857143,5.064062,-0.06479405,-0.06095583
10.56122,5.126165,-0.05728172,-0.05286765
11.26531,5.182016,-0.0503194,-0.04566601
11.96939,5.232707,-0.04393353,-0.03917775
12.67347,5.279179,-0.03817432,-0.03328542
13.37755,5.322322,-0.03301898,-0.02788702
14.08163,5.361998,-0.02851476,-0.02296691
14.78571,5.39763,-0.02469246,-0.0187055
15.4898,5.434041,-0.0210384,-0.01439175
16.19388,5.466869,-0.0180728,-0.01083189
16.89796,5.497828,-0.01550248,-0.00746409
17.60204,5.52717,-0.01328277,-0.004521622
18.30612,5.555121,-0.01135188,-0.001691946
19.0102,5.581275,-0.009748733,0.0008089506
19.71429,5.606239,-0.008383112,0.002998267
20.41837,5.629998,-0.007203714,0.005072439
21.12245,5.652611,-0.006185402,0.006961648
21.82653,5.670294,-0.005469023,0.008438278
22.53061,5.691638,-0.004760818,0.01002661
23.23469,5.713239,-0.00406066,0.01168611
23.93878,5.731992,-0.003387621,0.01329571
24.64286,5.748882,-0.002916567,0.0146387
25.34694,5.765264,-0.002535141,0.01581567
26.05102,5.780963,-0.002177916,0.01694434
26.7551,5.794976,-0.001854913,0.01816023
27.45918,5.808676,-0.001610687,0.01919033
28.16327,5.821635,-0.00136782,0.02021084
28.86735,5.832958,-0.001133726,0.02129392
29.57143,5.844029,-0.0009585837,0.02223074
30.27551,5.85442,-0.0007778535,0.02316006
30.97959,5.863226,-0.0005944026,0.02415105
31.68367,5.871703,-0.0004452599,0.02506736
32.38776,5.879692,-0.0002916482,0.0259822
33.09184,5.886166,-0.0001339897,0.02686353
33.79592,5.892109,9.769142e-06,0.02767757
34.5,5.897876,0.0001388199,0.02843792
