z,U_0,U_1,U_2
1.817799e-18,3.456155e-17,-9.247719e-18,-3.508611e-20
0.7040816,1.603837,-0.2699929,-0.1018189
1.408163,2.098833,-0.2502617,-0.2044523
2.112245,2.613913,-0.2113021,-0.2819485
2.816327,3.124086,-0.163765,-0.3238504
3.520408,3.562236,-0.1273483,-0.309625
4.22449,3.905429,-0.1168914,-0.2669771
4.928571,4.173335,-0.1207913,-0.2229357
5.632653,4.383761,-0.1245591,-0.1869661
6.336735,4.550707,-0.1235409,-0.1593268
7.040816,4.6856,-0.1180866,-0.1382258
7.744898,4.797106,-0.1099029,-0.1217468
8.44898,4.891319,-0.1004165,-0.1083861
9.153061,4.972531,-0.09057289,-0.09709921
9.857143,5.04369,-0.08093812,-0.08722775
10.56122,5.106986,-0.07185456,-0.07836802
11.26531,5.164051,-0.0634861,-0.07025567
11.96939,5.216,-0.05587013,-0.06274497
12.67347,5.263728,-0.0490182,-0.05578087
13.37755,5.308141,-0.04287133,-0.04928876
14.08163,5.348951,-0.03749188,-0.04336165
14.78571,5.384523,-0.03305454,-0.03820502
15.4898,5.422682,-0.02854456,-0.03277399
16.19388,5.456941,-0.02482664,-0.02791382
16.89796,5.488801,-0.02161712,-0.02374082
17.60204,5.518934,-0.01882547,-0.01963717
18.30612,5.54765,-0.01635184,-0.01598121
19.0102,5.574432,-0.01429044,-0.0126813
19.71429,5.599945,-0.01250123,-0.009547517
20.41837,5.624231,-0.01092079,-0.006791197
21.12245,5.647306,-0.009555191,-0.004146889
21.82653,5.667219,-0.008485365,-0.001914554
22.53061,5.686906,-0.007559042,0.0002174684
23.23469,5.707225,-0.006605611,0.002399872
23.93878,5.727997,-0.005616815,0.004539606
24.64286,5.744742,-0.004994504,0.006148564
25.34694,5.761322,-0.004390896,0.007912178
26.05102,5.77744,-0.003828272,0.009573493
26.7551,5.791306,-0.003391896,0.01099232
27.45918,5.805136,-0.002969602,0.01249933
28.16327,5.818402,-0.002578333,0.01391384
28.86735,5.829587,-0.00225767,0.01515009
29.57143,5.840742,-0.001948606,0.0164453
30.27551,5.851494,-0.001655731,0.01768181
30.97959,5.860061,-0.001398073,0.01879829
31.68367,5.868602,-0.0011546,0.0199594
32.38776,5.876984,-0.000910851,0.02111161
33.09184,5.883178,-0.0006948479,0.02204661
33.79592,5.889177,-0.0004912408,0.02300256
34.5,5.895177,-0.0002876338,0.02395852
